,name,categories,price,href
43,K55 RGB PRO Gaming Keyboard,Keyboard,"₨14,500",https://xtremehardware.pk/product/k55-rgb-pro-gaming-keyboard/
44,SilverStone HYDROGON D120 ARGB BLACK,Cooling Solutions,"₨14,560",https://xtremehardware.pk/product/silverstone-hydrogon-d120-argb-black/
45,SILVERSTONE HYDROGON D120 ARGB WHITE,Cooling Solutions,"₨14,560",https://xtremehardware.pk/product/silverstone-hydrogon-d120-argb/
46,ID-Cooling ZF 12025 ARGB Trio Snow White Case Fan 3 Pack,"Cooling Solutions, Fans","₨15,000",https://xtremehardware.pk/product/id-cooling-zf-12025-argb-trio-snow-white-case-fan-3-pack/
47,BOOST ZEUS 750W PSU,Power Supply,"₨15,499",https://xtremehardware.pk/product/boost-zeus-750w-psu/
48,LIAN LI Strimer Plus V2 Triple 8 Pin Addressable RGB VGA Power Cable (Controller not included) Strimer Plus V2 Triple 8 Pin,Cables,"₨15,990",https://xtremehardware.pk/product/lian-li-strimer-plus-v2-triple-8pin/
49,SilverStone SST-ST65F-ES230 V1.1,Power Supply,"₨16,240",https://xtremehardware.pk/product/silverstone-sst-st65f-es230-v1-1/
50,Boost Hydra ARGB Liquid Cooler,Cooling Solutions,"₨16,500",https://xtremehardware.pk/product/boost-hydra-argb-liquid-cooler/
51,SILVERSTONE SST ST650 EF WBW WHITE,Power Supply,"₨16,800",https://xtremehardware.pk/product/silverstone-sst-st650-ef-wbw-white/
52,ID-COOLING FROZN A620 Black,Cooling Solutions,"₨17,000",https://xtremehardware.pk/product/id-cooling-frozn-a620-black/
53,GIGABYTE B450M S2H (WITHOUT BOX),Motherboard,"₨18,000",https://xtremehardware.pk/product/gigabyte-b450m-s2h-without-box/
54,AMD Ryzen™ 3 3200G TRAY,Processors,"₨18,000",https://xtremehardware.pk/product/amd-ryzen-3-3200g/
55,ID-COOLING SE 207 XT BLACK Advanced,Cooling Solutions,"₨18,000",https://xtremehardware.pk/product/id-cooling-se-207-xt-black-advanced/
56,ASUS PRIME A320M-E,Motherboard,"₨18,500",https://xtremehardware.pk/product/asus-prime-a320m-e/
57,DeepCool PK650D 80+ Bronze (UK) Power Supply,Power Supply,"₨18,500",https://xtremehardware.pk/product/deepcool-pk650d-80-bronze-uk-power-supply/
58,ASUS A21 micro-ATX case BLACK,Casing,"₨18,900",https://xtremehardware.pk/product/asus-a21-micro-atx-case-black/
59,SILVERSTONE VIVA 650 Bronze,Power Supply,"₨19,040",https://xtremehardware.pk/product/silverstone-viva-650-bronze/
60,DeepCool AK620 CPU Air Cooler Black,Cooling Solutions,"₨19,200",https://xtremehardware.pk/product/deepcool-ak620-cpu-air-cooler-black/
61,DeepCool AK620 CPU Air Cooler White,Cooling Solutions,"₨19,800",https://xtremehardware.pk/product/deepcool-ak620-cpu-air-cooler-white/
62,AMD Ryzen™ 5 4500 Tray,Processors,"₨20,000",https://xtremehardware.pk/product/amd-ryzen-5-4500/
63,ASUS A21 micro-ATX case WHITE,Casing,"₨20,350",https://xtremehardware.pk/product/asus-a21-micro-atx-case-white/
64,XPG STARKER Air Mid-Tower PC Case,Casing,"₨20,500",https://xtremehardware.pk/product/xpg-starker-air-mid-tower-pc-case/
65,DeepCool PK750D 80+ Bronze (UK) Power Supply,Power Supply,"₨20,500",https://xtremehardware.pk/product/deepcool-pk750d-80-bronze-uk-power-supply/
66,XPG STARKER Air Mid-Tower PC Case – White,Casing,"₨20,500",https://xtremehardware.pk/product/xpg-starker-air-mid-tower-pc-case-white/
67,GIGABYTE A320M-S2H,Motherboard,"₨21,000",https://xtremehardware.pk/product/gigabyte-a320m-s2h/
68,AMD RYZEN 5 4500  Processor(Tray),Processors,"₨21,000",https://xtremehardware.pk/product/amd-ryzen-5-4500-processortray/
69,SILVERSTONE FARA B1 PRO V2,Casing,"₨21,000",https://xtremehardware.pk/product/silverstone-fara-b1-pro-v2/
70,SILVERSTONE FARA R1 PRO V2,Casing,"₨21,000",https://xtremehardware.pk/product/silverstone-fara-r1-pro-v2/
71,SILVERSTONE VIVA 750 Bronze,Power Supply,"₨21,280",https://xtremehardware.pk/product/silverstone-viva-750-bronze/
72,ID-COOLING DashFlow 240 Basic 240mm AIO CPU Cooler Black,Cooling Solutions,"₨21,500",https://xtremehardware.pk/product/id-cooling-dashflow-240-basic-240mm-aio-cpu-cooler-black/
73,Lian Li LANCOOL 205 Case – Black,Casing,"₨22,000",https://xtremehardware.pk/product/lancool-205-black/
74,MAXSUN CHALLENGER B450M,Motherboard,"₨22,000",https://xtremehardware.pk/product/maxsun-challenger-b450m/
75,Asus Prime A320M-K,Motherboard,"₨22,000",https://xtremehardware.pk/product/asus-prime-a320m-k/
76,SILVERSTONE FARA R1 WHITE PRO V2,Casing,"₨22,000",https://xtremehardware.pk/product/silverstone-fara-r1-white-pro-v2/
77,SILVERSTONE FARA 512Z,Casing,"₨22,000",https://xtremehardware.pk/product/silverstone-fara-512z/
78,SILVERSTONE FARA 511Z,Casing,"₨22,000",https://xtremehardware.pk/product/silverstone-fara-511z/
79,Boost Unicorn With 3 ARGB Fans Gaming Case,Casing,"₨22,500",https://xtremehardware.pk/product/boost-unicorn/
80,ID-COOLING DashFlow 240 Basic 240mm AIO CPU Cooler White,Cooling Solutions,"₨22,500",https://xtremehardware.pk/product/id-cooling-dashflow-240-basic-240mm-aio-cpu-cooler-white/
81,ID-Cooling ZoomFlow 240XT ARGB AIO Liquid CPU Cooler Black,Cooling Solutions,"₨22,500",https://xtremehardware.pk/product/id-cooling-zoomflow-240xt-argb-aio-liquid-cpu-cooler-black/
82,XPG Defender Mid-Tower PC Case – Black,Casing,"₨22,500",https://xtremehardware.pk/product/xpg-defender-mid-tower-pc-case-black/
83,XPG Defender Mid-Tower PC Case – White,Casing,"₨22,500",https://xtremehardware.pk/product/xpg-defender-mid-tower-pc-case-white/
84,ASUS Prime AP201 Tempered Glass Gaming Case (White),Casing,"₨22,900",https://xtremehardware.pk/product/asus-prime-ap201-tempered-glass-gaming-case-white/
85,Lian Li LANCOOL 205 Case – White,Casing,"₨23,000",https://xtremehardware.pk/product/lancool-205-white/
86,ID-Cooling ZoomFlow 240XT ARGB AIO Liquid CPU Cooler Snow White,Cooling Solutions,"₨23,500",https://xtremehardware.pk/product/id-cooling-zoomflow-240xt-argb-aio-liquid-cpu-cooler-snow-white/
87,Asus TUF Gaming GT301 ATX Mid-Tower Compact Case,Casing,"₨23,900",https://xtremehardware.pk/product/gt301-tuf-gaming-case/
88,BIOSTAR B560MH-E,Motherboard,"₨24,000",https://xtremehardware.pk/product/biostar-b560mh-e/
89,DeepCool PM750D 80 Plus Gold Semi Modular (UK) Power Supply,Power Supply,"₨24,000",https://xtremehardware.pk/product/deepcool-pm750d-80-plus-gold-semi-modular-uk-power-supply/
90,DeepCool GAMMAXX L240 ARGB CPU Liquid Cooler Black,Cooling Solutions,"₨24,300",https://xtremehardware.pk/product/deepcool-gammaxx-l240-argb-cpu-liquid-cooler-black/
91,AMD Ryzen 5 3600 Tray,Processors,"₨24,500",https://xtremehardware.pk/product/amd-ryzen-5-3600-tray/
92,DeepCool GAMMAXX L240 ARGB CPU Liquid Cooler White,Cooling Solutions,"₨25,700",https://xtremehardware.pk/product/deepcool-gammaxx-l240-argb-cpu-liquid-cooler-white/
93,Basic 1,Pre Build PC,"₨25,999",https://xtremehardware.pk/product/basic-01/
94,SILVERSTONE PF240 ARGB,Cooling Solutions,"₨26,880",https://xtremehardware.pk/product/silverstone-pf240-argb/
95,EASE O22V75 22″ Full HD,LCD/LED Montiors,"₨26,999",https://xtremehardware.pk/product/ease-o22v75-22%e2%80%b3-full-hd/
96,AEROCOOL DRYFT,Casing,"₨27,499",https://xtremehardware.pk/product/aerocool-dryft/
97,GIGABYTE B450M GAMING,Motherboard,"₨27,500",https://xtremehardware.pk/product/gigabyte-b450m-gaming-price-in-pakistan/
98,XPG KYBER 850WATT 80PLUS GOLD PSU,Power Supply,"₨27,500",https://xtremehardware.pk/product/xpg-kyber-850watt-80plus-gold-psu/
99,ASUS PRIME B450M-K II,Motherboard,"₨27,500",https://xtremehardware.pk/product/asus-prime-b450m-k-ii/
100,DeepCool LS720S Zero Dark Liquid CPU Cooler,Cooling Solutions,"₨27,500",https://xtremehardware.pk/product/deepcool-ls720s-zero-dark-liquid-cpu-cooler/
101,ASUS PRIME H510M-K,Motherboard,"₨28,000",https://xtremehardware.pk/product/asus-prime-h510m-k-2/
102,Lian Li LANCOOL 205 Mesh Tempered Glass Side Panel Mid-Tower ATX Computer Case PC Gaming Case Black,Casing,"₨28,500",https://xtremehardware.pk/product/lancool-205-mesh-black/
103,Lian Li LANCOOL 215 Case Snow White,Casing,"₨28,500",https://xtremehardware.pk/product/lian-li-lancool-215-case-snow-white/
104,ID-Cooling ZoomFlow 360XT 360mm ARGB AIO Liquid CPU Cooler Black,Cooling Solutions,"₨29,000",https://xtremehardware.pk/product/id-cooling-zoomflow-360xt-360mm-argb-aio-liquid-cpu-cooler-black/
105,MSI X470 GAMING PLUS (WITHOUT BOX),Motherboard,"₨30,000",https://xtremehardware.pk/product/msi-x470-gaming-plus-without-box/
106,MSI GAMING GeForce GTX 1060 3GB,Graphic Cards,"₨30,000",https://xtremehardware.pk/product/msi-gaming-geforce-gtx-1060-3gb/
107,ID-Cooling ZoomFlow 360XT 360mm ARGB AIO Liquid CPU Cooler Snow White,Cooling Solutions,"₨30,000",https://xtremehardware.pk/product/id-cooling-zoomflow-360xt-360mm-argb-aio-liquid-cpu-cooler-snow-white/
108,ASUS PRIME B450M-A II,Motherboard,"₨30,250",https://xtremehardware.pk/product/asus-prime-b450m-a-ii/
109,GIGABYTE B450M S2H,Motherboard,"₨30,500",https://xtremehardware.pk/product/gigabyte-b450m-s2h/
110,DeepCool GAMMAXX L360 ARGB CPU Liquid Cooler White,Cooling Solutions,"₨31,000",https://xtremehardware.pk/product/deepcool-gammaxx-l360-argb-cpu-liquid-cooler-white/
111,Corsair 3000D RGB AIRFLOW Mid-Tower PC Case – Black,Casing,"₨31,000",https://xtremehardware.pk/product/corsair-3000d-rgb-airflow-mid-tower-pc-case-black/
112,SILVERSTONE ICEMYST 240,Cooling Solutions,"₨31,360",https://xtremehardware.pk/product/silverstone-icemyst-240/
113,GIGABYTE B560M GAMING HD,Motherboard,"₨31,500",https://xtremehardware.pk/product/gigabyte-b560m-gaming-hd/
114,DeepCool LS520 240mm CPU Liquid Cooler Black,Cooling Solutions,"₨31,500",https://xtremehardware.pk/product/deepcool-ls520-240mm-cpu-liquid-cooler-black/
115,ASUS PRIME A620M-E,Motherboard,"₨31,900",https://xtremehardware.pk/product/asus-prime-a620m-e/
116,MSI B450M PRO-VDH MAX D4,Motherboard,"₨32,000",https://xtremehardware.pk/product/msi-b450m-pro-vdh-max-d4/
117,GIGABYTE B560M GAMING HD,Motherboard,"₨32,000",https://xtremehardware.pk/product/gigabyte-b560m-gaming-hd-2/
118,Cougar Blazer Essence Mid Tower Case,Casing,"₨32,000",https://xtremehardware.pk/product/cougar-blazer-essence-mid-tower-case-2/
119,GIGABYTE B450M DS3H V2,Motherboard,"₨33,000",https://xtremehardware.pk/product/gigabyte-b450m-ds3h-v2/
120,ASUS PRIME H610M-K D4,Motherboard,"₨33,000",https://xtremehardware.pk/product/asus-prime-h610m-k-d4/
121,SILVERSTONE PF360 ARGB V2,Cooling Solutions,"₨33,040",https://xtremehardware.pk/product/silverstone-pf360-argb-v2/
122,DeepCool LS520 240mm AIO Liquid CPU Cooler White,Cooling Solutions,"₨33,500",https://xtremehardware.pk/product/deepcool-ls520-240mm-aio-liquid-cpu-cooler-white/
123,GigaByte H610M-H,Motherboard,"₨34,000",https://xtremehardware.pk/product/gigabyte-h610m-h/
124,AMD Ryzen 5 5600 Tray,Processors,"₨34,000",https://xtremehardware.pk/product/amd-ryzen-5-5600-tray/
125,SILVERSTONE SST DA750R-GMA Black,Power Supply,"₨34,160",https://xtremehardware.pk/product/silverstone-sst-da750r-gma-black/
126,SILVERSTONE PF360 WHITE ARGB V2,Cooling Solutions,"₨34,160",https://xtremehardware.pk/product/silverstone-pf360-white-argb-v2/
127,AMD Ryzen 5 5600,Processors,"₨34,500",https://xtremehardware.pk/product/amd-ryzen-5-5600/
128,Basic 2,Pre Build PC,"₨34,999",https://xtremehardware.pk/product/basic-02/
129,MSI GAMING GeForce GTX 1060 6GB,Graphic Cards,"₨35,000",https://xtremehardware.pk/product/msi-gaming-geforce-gtx-1060-6gb/
130,SILVERSTONE SST DA750R GMA White,Power Supply,"₨35,280",https://xtremehardware.pk/product/silverstone-sst-da750r-gma-white/
131,DeepCool LT720 360mm CPU Liquid Cooler Black,Cooling Solutions,"₨36,500",https://xtremehardware.pk/product/deepcool-lt720-360mm-cpu-liquid-cooler-black/
132,MSI PRO B760M-E DDR4,Motherboard,"₨37,000",https://xtremehardware.pk/product/msi-pro-b760m-e-ddr4-price-pakistan/
133,DeepCool PX850G GOLD PCIe Gen 5 (UK) Power Supply,Power Supply,"₨37,000",https://xtremehardware.pk/product/deepcool-px850g-gold-pcie-gen-5-uk-power-supply/
134,EASE O24I10 24″ Full HD,LCD/LED Montiors,"₨37,499",https://xtremehardware.pk/product/ease-o24i10-24%e2%80%b3-full-hd/
135,DeepCool LT720 360mm CPU Liquid Cooler White,Cooling Solutions,"₨37,500",https://xtremehardware.pk/product/deepcool-lt720-360mm-cpu-liquid-cooler-white/
136,DeepCool LS720 360mm CPU Liquid Cooler Black,Cooling Solutions,"₨38,000",https://xtremehardware.pk/product/deepcool-ls720-360mm-cpu-liquid-cooler-black/
137,XPG Core Reactor II 750W 80 Plus Gold,Power Supply,"₨38,500",https://xtremehardware.pk/product/xpg-core-reactor-ii-750w-80-plus-gold/
138,ASUS PRIME H610M-K ARGB D5,Motherboard,"₨38,500",https://xtremehardware.pk/product/asus-prime-h610m-k-argb-d5/
139,"ASUS Prime B760M-K D4, an Intel® B760 LGA 1700 mATX motherboard",Motherboard,"₨39,000",https://xtremehardware.pk/product/asus-prime-b760m-k-d4-an-intel-b760-lga-1700-matx-motherboard/
140,ASUS VZ24EHE 24″ 1080P FHD IPS Eye Care Monitor,LCD/LED Montiors,"₨39,600",https://xtremehardware.pk/product/asus-vz24ehe-24-1080p-fhd-ips-eye-care-monitor/
141,GIGABYTE B550M DS3H,Motherboard,"₨40,000",https://xtremehardware.pk/product/gigabyte-b550m-ds3h/
142,B450 AORUS PRO WIFI,Motherboard,"₨40,000",https://xtremehardware.pk/product/b450-aorus-pro-wifi/
143,Intel Core i5-12400F Processor TRAY PACK,Processors,"₨40,000",https://xtremehardware.pk/product/intel-core-i5-12400f-processor-tray-pack/
144,DeepCool LS720 360mm AIO Liquid CPU Cooler White,Cooling Solutions,"₨40,000",https://xtremehardware.pk/product/deepcool-ls720-360mm-aio-liquid-cpu-cooler-white/
145,Asus Prime B550M-K,Motherboard,"₨40,700",https://xtremehardware.pk/product/asus-prime-b550m-k/
146,ASUS Prime 750W Gold,Power Supply,"₨41,800",https://xtremehardware.pk/product/asus-prime-750w-gold/
147,ASUS TUF Gaming LC II 360 ARGB,Cooling Solutions,"₨41,800",https://xtremehardware.pk/product/asus-tuf-gaming-lc-ii-360-argb/
148,ASUS ROG STRIX LC II 240,Cooling Solutions,"₨41,800",https://xtremehardware.pk/product/asus-rog-strix-lc-ii-240/
149,Gigabyte B550M AORUS ELITE Motherboard,Motherboard,"₨42,000",https://xtremehardware.pk/product/gigabyte-b550m-aorus-elite-motherboard/
150,GIGABYTE B760M D2H DDR4,Motherboard,"₨42,000",https://xtremehardware.pk/product/gigabyte-b760m-d2h-ddr4-price-pakistan/
151,MSI PRO B760M-P DDR4,Motherboard,"₨42,000",https://xtremehardware.pk/product/msi-pro-b760m-p-ddr4-price-pakistan/
152,ASUS PRIME B550M-A,Motherboard,"₨42,900",https://xtremehardware.pk/product/asus-prime-b550m-a/
153,SILVERSTONE SST DA850R GMA Black,Power Supply,"₨43,120",https://xtremehardware.pk/product/silverstone-sst-da850r-gma-black/
154,ASUS TUF Gaming GT501 Mid-Tower Computer Case (Black),Casing,"₨44,000",https://xtremehardware.pk/product/gt501-tuf-gaming-case-black/
155,ASUS Prime B760M-K,Motherboard,"₨44,000",https://xtremehardware.pk/product/asus-prime-b760m-k/
156,SILVERSTONE SST DA850R GMA White,Power Supply,"₨44,240",https://xtremehardware.pk/product/silverstone-sst-da850r-gma-white/
157,ASUS TUF GT501 Mid Tower GAMING CASE (WHITE Edition),Casing,"₨45,000",https://xtremehardware.pk/product/gt501-tuf-gaming-case-white/
158,GIGABYTE X570 GAMING X (WITHOUT BOX),Motherboard,"₨45,000",https://xtremehardware.pk/product/gigabyte-x570-gaming-x-without-box/
159,Intel Core i5-11400  Processor,Processors,"₨45,000",https://xtremehardware.pk/product/intel-core-i5-11400-processor/
160,AMD Ryzen 7 3700X  Processor (Tray),Processors,"₨45,000",https://xtremehardware.pk/product/amd-ryzen-7-3700x-processor-tray/
161,ASUS TUF Gaming VG246H1A Gaming Monitor – 24 inch Full HD,LCD/LED Montiors,"₨46,200",https://xtremehardware.pk/product/asus-tuf-gaming-vg246h1a-gaming-monitor-24-inch-full-hd/
162,ASUS Prime 850W Gold,Power Supply,"₨46,200",https://xtremehardware.pk/product/asus-prime-850w-gold/
163,Razer Tomahawk ATX Mid-tower with Razer Chroma RGB Gaming Chassis,Casing,"₨46,500",https://xtremehardware.pk/product/razer-tomahawk-atx-mid-tower-with-razer-chroma-rgb-gaming-chassis/
164,AMD Ryzen 5 5600X Processor,Processors,"₨47,500",https://xtremehardware.pk/product/amd-ryzen-5-5600x-processor/
165,XPG Core Reactor II 850W 80 Plus Gold,Power Supply,"₨47,500",https://xtremehardware.pk/product/xpg-core-reactor-ii-850w-80-plus-gold/
166,CORSAIR iCUE H100i ELITE LCD Display Liquid AIO,Cooling Solutions,"₨48,000",https://xtremehardware.pk/product/corsair-icue-h100i-elite-lcd-display-liquid-aio/
167,ID-COOLING SL240 Space LCD 240mm AIO CPU Cooler Black,Cooling Solutions,"₨48,000",https://xtremehardware.pk/product/id-cooling-sl240-space-lcd-240mm-aio-cpu-cooler-black/
168,ASUS PRIME B760M-A,Motherboard,"₨49,500",https://xtremehardware.pk/product/prime-b760m-a-intel-b760-lga-1700-matx-motherboard-with-pcie-4-0-ddr5/
169,ASUS TUF Gaming 850W Gold,Power Supply,"₨49,500",https://xtremehardware.pk/product/asus-tuf-gaming-850w-gold/
170,ASUS PRIME B550M-A WIFI II,Motherboard,"₨49,500",https://xtremehardware.pk/product/asus-prime-b550m-a-wifi-ii/
171,LIAN LI Lancool III RGB Black Aluminum/SECC/Tempered Glass Gaming Case – LANCOOL 3R-X,Casing,"₨50,000",https://xtremehardware.pk/product/lancool-iii-black-rgb/
172,Professional 1,Pre Build PC,"₨50,000",https://xtremehardware.pk/product/professional-1/
173,LIAN LI PC-O11 Dynamic Razer Edition Black ATX Mid Tower Gaming Computer Case,Casing,"₨50,000",https://xtremehardware.pk/product/lian-li-pc-o11-dynamic-razer-edition-black-atx-mid-tower-gaming-computer-case/
174,MSI MPG X570 GAMING EDGE WIFI (WITHOUT BOX),Motherboard,"₨50,000",https://xtremehardware.pk/product/msi-mpg-x570-gaming-edge-wifi-without-box/
175,ASUS TUF A620M Plus,Motherboard,"₨50,000",https://xtremehardware.pk/product/asus-tuf-a620m-plus/
176,Xtreme 1,Pre Build PC,"₨50,000",https://xtremehardware.pk/product/xtreme-1-2/
177,Intel Core i5-12500 Processor (TRAY),Processors,"₨50,500",https://xtremehardware.pk/product/intel-core-i5-12500-processor-tray/
178,ASUS TUF GT502 TUF Gaming ATX Mid-Tower Computer Case (Black),Casing,"₨50,600",https://xtremehardware.pk/product/gt502-tug-gaming-case-black/
179,ASUS TUF GT502 TUF Gaming ATX Mid-Tower Computer Case (WHITE),Casing,"₨50,600",https://xtremehardware.pk/product/gt502-tuf-gaming-case-white/
180,LIAN LI Lancool III RGB White Aluminum/SECC/Tempered Glass Gaming Case – LANCOOL 3R-X,Casing,"₨51,000",https://xtremehardware.pk/product/lancool-iii-white-rgb/
181,GIGABYTE B550 GAMING X V2,Motherboard,"₨51,150",https://xtremehardware.pk/product/gigabyte-b550-gaming-x-v2/
182,TWISTED MINDS 23.8 FHD 200Hz CuRVED VA 1ms,LCD/LED Montiors,"₨51,499",https://xtremehardware.pk/product/twisted-minds-23-8-fhd-200hz-curved-va-1ms/
183,ASUS TUF Gaming VG247Q1A Gaming Monitor  24 inch (23.8 inch viewable) Full HD,LCD/LED Montiors,"₨52,800",https://xtremehardware.pk/product/asus-tuf-gaming-vg247q1a-gaming-monitor-24-inch-23-8-inch-viewable-full-hd/
184,Intel Core i5-12400 Processor BOX PACK,Processors,"₨53,000",https://xtremehardware.pk/product/intel-core-i5-12400-processor-box-pack/
185,ASUS PRIME B650M-A II,Motherboard,"₨53,350",https://xtremehardware.pk/product/asus-prime-b650m-a-ii/
186,Asus Prime B760-Plus,Motherboard,"₨53,900",https://xtremehardware.pk/product/asus-prime-b760-plus/
187,ASUS TUF GAMING B760M-PLUS,Motherboard,"₨53,900",https://xtremehardware.pk/product/asus-tuf-gaming-b760m-plus/
188,ASUS VZ27EHE Eye Care Monitor – 27 inch Full HD,LCD/LED Montiors,"₨53,900",https://xtremehardware.pk/product/asus-vz27ehe-eye-care-monitor-27-inch-full-hd/
189,ASUS VY279HE Eye Care Monitor 27 inch FHD,LCD/LED Montiors,"₨53,900",https://xtremehardware.pk/product/asus-vy279he-eye-care-monitor-27-inch-fhd/
190,MSI G244F E2,LCD/LED Montiors,"₨54,000",https://xtremehardware.pk/product/msi-g244f-e2/
191,AMD Ryzen™ 5 7500F Tray,Processors,"₨54,000",https://xtremehardware.pk/product/amd-ryzen-5-7500f-tray/
