,name,category,price,availability,href
0,2nd HDD/SSD SATA-III Caddy for Universal CD/DVD-ROM (Slim Version),Peripherals / Misc > HDD | SSD Enclosure,Rs.450,In Stock,/peripherals-misc-hdd-ssd-enclosure-2nd-hdd-ssd-sata-iii-caddy-for-universal-cd-dvd-rom-slim-version-pakistan-p.6808.aspx
1,A4tech AP-20S Mousepad,Peripherals / Misc > Mouse Pads | Wrist Rests,Rs.590,In Stock,/peripherals-misc-mouse-pads-wrist-rests-a4tech-ap-20s-mousepad-pakistan-p.13525.aspx
2,Onten 9130T USB-C To USB 3.0 OTG Adapter,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,Rs.650,Out of Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-9130t-usb-c-to-usb-3-0-otg-adapter-pakistan-p.13900.aspx
3,A4Tech FP20 Mousepad - Fstyler - Roll-up Fabric,Peripherals / Misc > Mouse Pads | Wrist Rests,Rs.750,In Stock,/peripherals-misc-mouse-pads-wrist-rests-a4tech-fp20-mousepad-fstyler-roll-up-fabric-pakistan-p.12800.aspx
4,Anker PowerLine 3ft Micro USB Cable A8132H12 (Black),Peripherals / Misc > Cables,Rs.870,In Stock,/peripherals-misc-cables-anker-powerline-3ft-micro-usb-cable-a8132h12-black-pakistan-p.8950.aspx
5,Logitech B100 Optical USB Mouse,Mouse > Logitech,Rs.880,In Stock,/mouse-logitech-logitech-b100-optical-usb-mouse-pakistan-p.1117.aspx
6,Epson 103 EcoTank Black Ink Bottle 65ml for Printer Bulk,Cartridges & Toners > Ink Bottle,Rs.900,In Stock,/cartridges-toners-ink-bottle-epson-103-ecotank-black-ink-bottle-65ml-for-printer-bulk-pakistan-p.15576.aspx
7,Hoco U93 1.2m 2.4A USB to Lightning Data Charging Cable | Red Black,Peripherals / Misc > Cables,Rs.900,In Stock,/peripherals-misc-cables-hoco-u93-1-2m-2-4a-usb-to-lightning-data-charging-cable-red-black-pakistan-p.14931.aspx
8,D-Link CAT6 Networking Cable UTP Patch Cord 3m - NCB-C6UGRYR1-3,Network Products > Patch Cords,Rs.950,In Stock,/network-products-patch-cords-d-link-cat6-networking-cable-utp-patch-cord-3m-ncb-c6ugryr1-3-pakistan-p.5443.aspx
9,A4Tech OP-330S Wired USB Mouse,Mouse > A4 Tech Mouse,Rs.970,In Stock,/mouse-a4-tech-mouse-a4tech-op-330s-wired-usb-mouse-pakistan-p.12947.aspx
10,"USB 3.0 2.5"" Enclosure for SATA SSD & HDD Case",Peripherals / Misc > HDD | SSD Enclosure,"Rs.1,030",In Stock,/peripherals-misc-hdd-ssd-enclosure-usb-3-0-2-5-enclosure-for-sata-ssd-hdd-case-pakistan-p.8230.aspx
11,D-Link CAT6 Networking Cable UTP 5m - NCB-C6UGRYR1-5,Network Products > Patch Cords,"Rs.1,350",In Stock,/network-products-patch-cords-d-link-cat6-networking-cable-utp-5m-ncb-c6ugryr1-5-pakistan-p.7907.aspx
12,Griffin USB-C to Lightning Charge Sync Cable 3ft for iPhone | White,Peripherals / Misc > Cables,"Rs.1,350",In Stock,/peripherals-misc-cables-griffin-usb-c-to-lightning-charge-sync-cable-3ft-for-iphone-white-pakistan-p.14506.aspx
13,"HP 14"" Chroma CMF Geo Laptop Sleeve SHR66AV",Laptop Accessories > Sleeves,"Rs.1,400",In Stock,/laptop-accessories-sleeves-hp-14-chroma-cmf-geo-laptop-sleeve-shr66av-pakistan-p.14574.aspx
14,Kingston DataTraveler Exodia Onyx 64GB USB 3.2 Flash Drive | DTXON/64GB,USB Flash Drives > Kingston,"Rs.1,450",In Stock,/usb-flash-drives-kingston-kingston-datatraveler-exodia-onyx-64gb-usb-3-2-flash-drive-dtxon-64gb-pakistan-p.14515.aspx
15,"AmazonBasics 13.3"" Urban Laptop Sleeve Blue",Laptop Accessories > Sleeves,"Rs.1,500",In Stock,/laptop-accessories-sleeves-amazonbasics-13-3-urban-laptop-sleeve-blue-pakistan-p.14742.aspx
16,SanDisk Ultra microSDXC UHS-I 64GB Memory Card SDSQUNR-064G-GN3MN,Memory Cards > MicroSD Memory Cards,"Rs.1,550",In Stock,/memory-cards-microsd-memory-cards-sandisk-ultra-microsdxc-uhs-i-64gb-memory-card-sdsqunr-064g-gn3mn-pakistan-p.13279.aspx
17,HP DHE-7000 Music Headset In-Ear Headphone White,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.1,600",In Stock,/headsets-headphones-mic-headsets-headphones-hp-dhe-7000-music-headset-in-ear-headphone-white-pakistan-p.15728.aspx
18,Bloody B-088S X-Thin Gaming Mousepad,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.1,600",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-b-088s-x-thin-gaming-mousepad-pakistan-p.7425.aspx
19,Anker PowerLine 3ft USB-C to USB 3.0 - A8163H21,Peripherals / Misc > Cables,"Rs.1,600",In Stock,/peripherals-misc-cables-anker-powerline-3ft-usb-c-to-usb-3-0-a8163h21-pakistan-p.8721.aspx
20,Lexar JumpDrive M35 USB 3.0 Flash Drive 64GB,USB Flash Drives > Lexar,"Rs.1,700",In Stock,/usb-flash-drives-lexar-lexar-jumpdrive-m35-usb-3-0-flash-drive-64gb-pakistan-p.15684.aspx
21,TP-Link LS1005 5-Port 10/100Mbps Desktop Switch - Ver 1.0,Network Products > Switches,"Rs.1,700",In Stock,/network-products-switches-tp-link-ls1005-5-port-10-100mbps-desktop-switch-ver-1-0-pakistan-p.9014.aspx
22,"AmazonBasics 13.3"" Urban Laptop Sleeve Grey",Laptop Accessories > Sleeves,"Rs.1,700",In Stock,/laptop-accessories-sleeves-amazonbasics-13-3-urban-laptop-sleeve-grey-pakistan-p.14743.aspx
23,Bloody BP-45 Gaming Mousepad - Naraka,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.1,700",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-bp-45-gaming-mousepad-naraka-pakistan-p.14953.aspx
24,Bloody BP-50L Gaming Mouse Mat/Pad - Black,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.1,750",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-bp-50l-gaming-mouse-mat-pad-black-pakistan-p.13414.aspx
25,HP High Speed HDMI Cable DHC-HD01-2M Black 2M UHD 4K,Peripherals / Misc > Cables,"Rs.1,750",In Stock,/peripherals-misc-cables-hp-high-speed-hdmi-cable-dhc-hd01-2m-black-2m-uhd-4k-pakistan-p.15743.aspx
26,"A4Tech G3-330NS Wireless Mouse 1200 DPI, Silent Clicks",Mouse > A4 Tech Mouse,"Rs.1,820",Out of Stock,/mouse-a4-tech-mouse-a4tech-g3-330ns-wireless-mouse-1200-dpi-silent-clicks-pakistan-p.13068.aspx
27,"A4Tech G3-280NS 2.4G Optical Wireless Mouse, Silent Clicks, Glossy Grey",Mouse > A4 Tech Mouse,"Rs.1,850",In Stock,/mouse-a4-tech-mouse-a4tech-g3-280ns-2-4g-optical-wireless-mouse-silent-clicks-glossy-grey-pakistan-p.15053.aspx
28,A4Tech G3-200NS Wireless Mouse,Mouse > A4 Tech Mouse,"Rs.1,850",In Stock,/mouse-a4-tech-mouse-a4tech-g3-200ns-wireless-mouse-pakistan-p.7680.aspx
29,HP Spectrum 15.6 in Black Sleeve M5Q08AA,Laptop Accessories > Sleeves,"Rs.1,850",In Stock,/laptop-accessories-sleeves-hp-spectrum-15-6-in-black-sleeve-m5q08aa-pakistan-p.14328.aspx
30,TpLink TL-WN725N 150Mbps Wireless N Nano USB Adapter - Ver 3.0,Network Products > Wireless Adapter,"Rs.1,870",In Stock,/network-products-wireless-adapter-tplink-tl-wn725n-150mbps-wireless-n-nano-usb-adapter-ver-3-0-pakistan-p.3559.aspx
31,A4tech Fstyler FG12S 1200 DPI Optical Wireless Mouse | White,Mouse > A4 Tech Mouse,"Rs.1,900",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg12s-1200-dpi-optical-wireless-mouse-white-pakistan-p.15991.aspx
32,A4Tech Fstyler FG10S 2.4G Wireless Mouse - Grey,Mouse > A4 Tech Mouse,"Rs.1,990",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg10s-2-4g-wireless-mouse-grey-pakistan-p.13478.aspx
33,4GB DDR4 SOD Memory For Notebook (Pulled Out),Used Products > Used Rams / Memory,"Rs.2,000",In Stock,/used-products-used-rams-memory-4gb-ddr4-sod-memory-for-notebook-pulled-out-pakistan-p.3360.aspx
34,A4 Tech KR-85 ComfortKey RoundEdge Keycaps,Keyboard > A4 Tech Keyboards,"Rs.2,050",In Stock,/keyboard-a4-tech-keyboards-a4-tech-kr-85-comfortkey-roundedge-keycaps-pakistan-p.448.aspx
35,A4Tech KK-3 Multimedia SmartKey FN Keyboard,Keyboard > A4 Tech Keyboards,"Rs.2,080",Out of Stock,/keyboard-a4-tech-keyboards-a4tech-kk-3-multimedia-smartkey-fn-keyboard-pakistan-p.13159.aspx
36,A4tech Fstyler FG20S Silent Click Wireless Mouse (Grey),Mouse > A4 Tech Mouse,"Rs.2,090",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg20s-silent-click-wireless-mouse-grey-pakistan-p.13475.aspx
37,Logitech H111 Stereo 3.5mm Multi-Device Headset - 981-000588,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,100",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h111-stereo-3-5mm-multi-device-headset-981-000588-pakistan-p.14178.aspx
38,DataTraveler Exodia 128GB USB 3.2 Flash Drive DTX/128GB,USB Flash Drives > Kingston,"Rs.2,150",In Stock,/usb-flash-drives-kingston-datatraveler-exodia-128gb-usb-3-2-flash-drive-dtx-128gb-pakistan-p.10330.aspx
39,SanDisk Ultra Dual Drive Go 32GB USB Type-C Flash Drive | SDDDC3-032G-G46,USB Flash Drives > SanDisk,"Rs.2,150",In Stock,/usb-flash-drives-sandisk-sandisk-ultra-dual-drive-go-32gb-usb-type-c-flash-drive-sdddc3-032g-g46-pakistan-p.11851.aspx
40,A4Tech Fstyler FG10S 2.4G Wireless Mouse - White,Mouse > A4 Tech Mouse,"Rs.2,150",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg10s-2-4g-wireless-mouse-white-pakistan-p.13476.aspx
41,A4tech Fstyler FG20S Silent Click Wireless Mouse (White),Mouse > A4 Tech Mouse,"Rs.2,190",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg20s-silent-click-wireless-mouse-white-pakistan-p.13473.aspx
42,UGREEN HDMI Cable 11190 1.5M Metal Connector Nylon Braid,Peripherals / Misc > Cables,"Rs.2,190",In Stock,/peripherals-misc-cables-ugreen-hdmi-cable-11190-1-5m-metal-connector-nylon-braid-pakistan-p.15714.aspx
43,A4Tech HS-8i Stereo Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,250",In Stock,/headsets-headphones-mic-headsets-headphones-a4tech-hs-8i-stereo-headset-pakistan-p.15274.aspx
44,Logitech H110 Stereo Headset Black 3.5mm Dual Plug,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,250",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h110-stereo-headset-black-3-5mm-dual-plug-pakistan-p.2198.aspx
45,A4Tech Fstyler FM45S Air Dual-Function Air Mouse PC | Mac - Stone Grey,Mouse > A4 Tech Mouse,"Rs.2,300",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fm45s-air-dual-function-air-mouse-pc-mac-stone-grey-pakistan-p.15434.aspx
46,XPG VENTO 120 ARGB FAN - Case Fan - White,Cooling Solutions > Case Fans,"Rs.2,300",In Stock,/cooling-solutions-case-fans-xpg-vento-120-argb-fan-case-fan-white-pakistan-p.15867.aspx
47,XPG VENTO 120 ARGB FAN - Case Fan - Black,Cooling Solutions > Case Fans,"Rs.2,300",In Stock,/cooling-solutions-case-fans-xpg-vento-120-argb-fan-case-fan-black-pakistan-p.15898.aspx
48,TP-Link LS1008 8-Port 10/100Mbps Desktop Network Switch | Ver 1.0,Network Products > Switches,"Rs.2,300",In Stock,/network-products-switches-tp-link-ls1008-8-port-10-100mbps-desktop-network-switch-ver-1-0-pakistan-p.11290.aspx
49,Logitech B175 Plug-and-play Wireless Plus Comfort Mouse - Black - 910-002635,Mouse > Logitech,"Rs.2,350",In Stock,/mouse-logitech-logitech-b175-plug-and-play-wireless-plus-comfort-mouse-black-910-002635-pakistan-p.5220.aspx
50,A4Tech FG30S Fstyler 2.4G Wireless Mouse (Grey),Mouse > A4 Tech Mouse,"Rs.2,400",In Stock,/mouse-a4-tech-mouse-a4tech-fg30s-fstyler-2-4g-wireless-mouse-grey-pakistan-p.9336.aspx
51,A4Tech FK11 Fstyler Sleek Multimedia Compact Keyboard - Grey,Keyboard > A4 Tech Keyboards,"Rs.2,400",In Stock,/keyboard-a4-tech-keyboards-a4tech-fk11-fstyler-sleek-multimedia-compact-keyboard-grey-pakistan-p.14058.aspx
52,A4Tech FB12S Dual Mode Wireless Mouse | Black,Mouse > A4 Tech Mouse,"Rs.2,450",In Stock,/mouse-a4-tech-mouse-a4tech-fb12s-dual-mode-wireless-mouse-black-pakistan-p.12372.aspx
53,Corsair TM30 Performance Thermal Paste CT-9010001-WW,Cooling Solutions > Thermal Grease,"Rs.2,450",Out of Stock,/cooling-solutions-thermal-grease-corsair-tm30-performance-thermal-paste-ct-9010001-ww-pakistan-p.7703.aspx
54,Logitech M170 Wireless Mouse - Black - 910-004658,Mouse > Logitech,"Rs.2,500",In Stock,/mouse-logitech-logitech-m170-wireless-mouse-black-910-004658-pakistan-p.5206.aspx
55,A4Tech G7-810 Air2 | 2.4G Wireless Mouse - Black,Mouse > A4 Tech Mouse,"Rs.2,500",In Stock,/mouse-a4-tech-mouse-a4tech-g7-810-air2-2-4g-wireless-mouse-black-pakistan-p.15869.aspx
56,A4Tech HU-8 USB Stereo Headset Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,500",In Stock,/headsets-headphones-mic-headsets-headphones-a4tech-hu-8-usb-stereo-headset-black-pakistan-p.15330.aspx
57,Logitech M171 Wireless Mouse Red/Black,Mouse > Logitech,"Rs.2,550",In Stock,/mouse-logitech-logitech-m171-wireless-mouse-red-black-pakistan-p.14532.aspx
58,Logitech M171 Wireless Mouse Grey/Black - 910-004655,Mouse > Logitech,"Rs.2,550",In Stock,/mouse-logitech-logitech-m171-wireless-mouse-grey-black-910-004655-pakistan-p.13960.aspx
59,"Orico 2580U3 2.5"" HDD Enclosure USB.0 Hard Drive Case",Peripherals / Misc > HDD | SSD Enclosure,"Rs.2,550",In Stock,/peripherals-misc-hdd-ssd-enclosure-orico-2580u3-2-5-hdd-enclosure-usb-0-hard-drive-case-pakistan-p.15146.aspx
60,"TP-Link Tapo L530E Smart Wi-Fi Light Bulb, Multicolor | Ver 2.0 EU",Peripherals / Misc > Smart Plugs | Smart Lights,"Rs.2,600",In Stock,/peripherals-misc-smart-plugs-smart-lights-tp-link-tapo-l530e-smart-wi-fi-light-bulb-multicolor-ver-2-0-eu-pakistan-p.13463.aspx
61,HP DHE-8009 Headset for Call Center,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,650",In Stock,/headsets-headphones-mic-headsets-headphones-hp-dhe-8009-headset-for-call-center-pakistan-p.15741.aspx
62,Tplink TL-WN823N 300Mbps Mini Wireless N USB Adapter,Network Products > Wireless Adapter,"Rs.2,650",In Stock,/network-products-wireless-adapter-tplink-tl-wn823n-300mbps-mini-wireless-n-usb-adapter-pakistan-p.1236.aspx
63,Onten OTN-9602 USB-C 4-Port USB 3.0 HUB,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.2,650",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-otn-9602-usb-c-4-port-usb-3-0-hub-pakistan-p.13766.aspx
64,ESET Internet Security®  - 1 User - 1 Year - Without Media,Softwares > AntiVirus Softwares,"Rs.2,700",In Stock,/softwares-antivirus-softwares-eset-internet-security®-1-user-1-year-without-media-pakistan-p.5570.aspx
65,SanDisk Ultra microSDXC UHS-I 128GB Memory Card SDSQUNR-128G-GN6MN,Memory Cards > MicroSD Memory Cards,"Rs.2,700",In Stock,/memory-cards-microsd-memory-cards-sandisk-ultra-microsdxc-uhs-i-128gb-memory-card-sdsqunr-128g-gn6mn-pakistan-p.13278.aspx
66,A4Tech Fstyler FG16CS Air Dual-Function Air Mouse - 2.4GHz Wireless - Black,Mouse > A4 Tech Mouse,"Rs.2,750",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg16cs-air-dual-function-air-mouse-2-4ghz-wireless-black-pakistan-p.15054.aspx
67,HP DisplayPort Cable DHC-DP01-2M 4K 2-Meters,Peripherals / Misc > Cables,"Rs.2,750",In Stock,/peripherals-misc-cables-hp-displayport-cable-dhc-dp01-2m-4k-2-meters-pakistan-p.15739.aspx
68,Logitech M190 Full-Size Wireless Mouse - Mid Grey - 910-005913,Mouse > Logitech,"Rs.2,800",In Stock,/mouse-logitech-logitech-m190-full-size-wireless-mouse-mid-grey-910-005913-pakistan-p.11089.aspx
69,Logitech M191 Wireless Mouse Mid Grey,Mouse > Logitech,"Rs.2,850",In Stock,/mouse-logitech-logitech-m191-wireless-mouse-mid-grey-pakistan-p.13363.aspx
70,A4Tech FB10CS Dual Mode Rechargeable Wireless Mouse | Stone Black | FB10C(S),Mouse > A4 Tech Mouse,"Rs.2,900",In Stock,/mouse-a4-tech-mouse-a4tech-fb10cs-dual-mode-rechargeable-wireless-mouse-stone-black-fb10cs-pakistan-p.12370.aspx
71,MERCUSYS MS105G 5-Port Gigabit Desktop Switch | Ver 1.0,Network Products > Switches,"Rs.2,900",In Stock,/network-products-switches-mercusys-ms105g-5-port-gigabit-desktop-switch-ver-1-0-pakistan-p.13637.aspx
72,"Dell Urban Backpack for 15"" Notebook | Asphalt",Laptop Accessories > Bags & Backpacks,"Rs.2,900",In Stock,/laptop-accessories-bags-backpacks-dell-urban-backpack-for-15-notebook-asphalt-pakistan-p.13913.aspx
73,Ibex Folding Portable Wooden Study Laptop Stand with Drawer,Laptop Accessories > Stands,"Rs.2,900",In Stock,/laptop-accessories-stands-ibex-folding-portable-wooden-study-laptop-stand-with-drawer-pakistan-p.14745.aspx
74,Logitech M221 Silent Wireless Mouse - Charcoal - 910-004882,Mouse > Logitech,"Rs.2,950",In Stock,/mouse-logitech-logitech-m221-silent-wireless-mouse-charcoal-910-004882-pakistan-p.5177.aspx
75,Ugreen 5m HDMI Cable 10109 With Ethernet,Peripherals / Misc > Cables,"Rs.2,950",In Stock,/peripherals-misc-cables-ugreen-5m-hdmi-cable-10109-with-ethernet-pakistan-p.13003.aspx
76,A4 Tech HS-50 ComfortFit Stereo HeadSet,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,980",Out of Stock,/headsets-headphones-mic-headsets-headphones-a4-tech-hs-50-comfortfit-stereo-headset-pakistan-p.507.aspx
77,A4Tech FG45CS Air 2.4G Wireless Mouse 2000 DPI Sports Red,Mouse > A4 Tech Mouse,"Rs.2,990",In Stock,/mouse-a4-tech-mouse-a4tech-fg45cs-air-2-4g-wireless-mouse-2000-dpi-sports-red-pakistan-p.15393.aspx
78,Redragon M709-1 TIGER 2 Mouse,Mouse > Redragon,"Rs.2,990",In Stock,/mouse-redragon-redragon-m709-1-tiger-2-mouse-pakistan-p.15770.aspx
79,HP DHS-2111 Wired Speaker 6W,Speakers > Speakers | Wired,"Rs.3,000",In Stock,/speakers-speakers-wired-hp-dhs-2111-wired-speaker-6w-pakistan-p.15723.aspx
80,Lenovo 15.6 inch Laptop Casual Backpack B210 Black-ROW,Laptop Accessories > Bags & Backpacks,"Rs.3,000",In Stock,/laptop-accessories-bags-backpacks-lenovo-15-6-inch-laptop-casual-backpack-b210-black-row-pakistan-p.6991.aspx
81,A4Tech FB10CS Dual Mode Rechargeable Wireless Mouse | Ash Blue,Mouse > A4 Tech Mouse,"Rs.3,100",In Stock,/mouse-a4-tech-mouse-a4tech-fb10cs-dual-mode-rechargeable-wireless-mouse-ash-blue-pakistan-p.15323.aspx
82,A4Tech KK-3330S Multimedia SmartKey FN Desktop Keyboard & Mouse - USB Black,Keyboard > A4 Tech Keyboards,"Rs.3,100",In Stock,/keyboard-a4-tech-keyboards-a4tech-kk-3330s-multimedia-smartkey-fn-desktop-keyboard-mouse-usb-black-pakistan-p.13158.aspx
83,Onten OTN-9572PD USB-C to HDMI HDTV 4K Cable,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,100",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-otn-9572pd-usb-c-to-hdmi-hdtv-4k-cable-pakistan-p.13918.aspx
84,A4tech Fstyler FB26CS Air Bluetooth and 2.4G Wireless Mouse | Icy White,Mouse > A4 Tech Mouse,"Rs.3,200",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fb26cs-air-bluetooth-and-2-4g-wireless-mouse-icy-white-pakistan-p.16023.aspx
85,Bloody ES7 RGB Esports Gaming Mouse - Black,Mouse > A4 Tech Mouse,"Rs.3,200",In Stock,/mouse-a4-tech-mouse-bloody-es7-rgb-esports-gaming-mouse-black-pakistan-p.14942.aspx
86,A4Tech HU-50 ComfortFit Stereo USB Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,200",In Stock,/headsets-headphones-mic-headsets-headphones-a4tech-hu-50-comfortfit-stereo-usb-headset-pakistan-p.10035.aspx
87,HP DHC-HD01V 4K HDMI Switcher Multiplexer,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,200",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-hp-dhc-hd01v-4k-hdmi-switcher-multiplexer-pakistan-p.15738.aspx
88,HP USB 3.0 4-Port Connector USB HUB DHC-CT110,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,200",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-hp-usb-3-0-4-port-connector-usb-hub-dhc-ct110-pakistan-p.15735.aspx
89,Onten OTN-9189 USB-C to XQD / SD / USB 3.0 Card Reader - Black,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,200",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-otn-9189-usb-c-to-xqd-sd-usb-3-0-card-reader-black-pakistan-p.13971.aspx
90,A4Tech PK-635G 480p Anti-glare Webcam Silver Black,Cameras | Drones > Webcams,"Rs.3,290",In Stock,/cameras-drones-webcams-a4tech-pk-635g-480p-anti-glare-webcam-silver-black-pakistan-p.15392.aspx
91,TP-Link TG-3468 Gigabit PCI Express Network Adapter,Network Products > LAN Cards,"Rs.3,300",On Order Only,/network-products-lan-cards-tp-link-tg-3468-gigabit-pci-express-network-adapter-pakistan-p.6069.aspx
92,"HP Classic Briefcase Laptop Bag 15.6"" 1FK07AA",Laptop Accessories > Bags & Backpacks,"Rs.3,300",In Stock,/laptop-accessories-bags-backpacks-hp-classic-briefcase-laptop-bag-15-6-1fk07aa-pakistan-p.14536.aspx
93,Onten 8K UHD HDMI V2.1 Cable HD180 - 3M,Peripherals / Misc > Cables,"Rs.3,300",In Stock,/peripherals-misc-cables-onten-8k-uhd-hdmi-v2-1-cable-hd180-3m-pakistan-p.12959.aspx
94,A4Tech FB35CS Dual Mode Rechargeable Silent Click Wireless Mouse | Smoky Grey | FB35C(S),Mouse > A4 Tech Mouse,"Rs.3,350",In Stock,/mouse-a4-tech-mouse-a4tech-fb35cs-dual-mode-rechargeable-silent-click-wireless-mouse-smoky-grey-fb35cs-pakistan-p.12371.aspx
95,UGREEN Desktop Laptop Stand 80709 White,Laptop Accessories > Stands,"Rs.3,400",In Stock,/laptop-accessories-stands-ugreen-desktop-laptop-stand-80709-white-pakistan-p.15814.aspx
96,UGREEN Desktop Laptop Stand for Desk Adjustable Portable Laptop Riser Holder Notebook Computer Stand 80348,Laptop Accessories > Stands,"Rs.3,400",In Stock,/laptop-accessories-stands-ugreen-desktop-laptop-stand-for-desk-adjustable-portable-laptop-riser-holder-notebook-computer-stand-80348-pakistan-p.14930.aspx
97,Bloody G230P Stereo Surround Sound Gaming Headphone Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,430",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-g230p-stereo-surround-sound-gaming-headphone-black-pakistan-p.14897.aspx
98,A4Tech FB45CS Air Dual Mode Mouse Stone Grey Fstyler Series - Bluetooth / 2.4GHz - Silent Clicks,Mouse > A4 Tech Mouse,"Rs.3,450",Out of Stock,/mouse-a4-tech-mouse-a4tech-fb45cs-air-dual-mode-mouse-stone-grey-fstyler-series-bluetooth-2-4ghz-silent-clicks-pakistan-p.15503.aspx
99,"HP DHE-6000 2.0 Stereo Gaming Speaker, RGB Backlight, 3.5mm",Speakers > Speakers | Wired,"Rs.3,500",In Stock,/speakers-speakers-wired-hp-dhe-6000-2-0-stereo-gaming-speaker-rgb-backlight-3-5mm-pakistan-p.15740.aspx
100,HP HDMI 2.1 HD Digital Cable 8K DHC-HD02-2M 2-Meter,Peripherals / Misc > Cables,"Rs.3,500",In Stock,/peripherals-misc-cables-hp-hdmi-2-1-hd-digital-cable-8k-dhc-hd02-2m-2-meter-pakistan-p.15744.aspx
101,Logitech H150 Stereo Headset - Blue - 981-000454,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,700",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h150-stereo-headset-blue-981-000454-pakistan-p.14618.aspx
102,Bloody MP-75N Extended Roll-Up Fabric RGB Gaming Mouse Pad Black,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.3,700",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-mp-75n-extended-roll-up-fabric-rgb-gaming-mouse-pad-black-pakistan-p.15479.aspx
103,Redragon GS530 Air Gaming Speaker,Speakers > Speakers | Wired,"Rs.3,750",In Stock,/speakers-speakers-wired-redragon-gs530-air-gaming-speaker-pakistan-p.11707.aspx
104,A4Tech FH200U Grey Conference USB Over-Ear Headphone,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,750",In Stock,/headsets-headphones-mic-headsets-headphones-a4tech-fh200u-grey-conference-usb-over-ear-headphone-pakistan-p.11425.aspx
105,TP-Link TL-WA854RE 300Mbps Universal Wi-Fi Range Extender,Network Products > Range Extender,"Rs.3,750",In Stock,/network-products-range-extender-tp-link-tl-wa854re-300mbps-universal-wi-fi-range-extender-pakistan-p.15788.aspx
106,Bloody MP-50RS RGB Gaming Mouse Pad,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.3,750",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-mp-50rs-rgb-gaming-mouse-pad-pakistan-p.10074.aspx
107,Redragon CENTROPHORUS 2 M601 RGB Gaming Mouse,Mouse > Redragon,"Rs.3,800",Out of Stock,/mouse-redragon-redragon-centrophorus-2-m601-rgb-gaming-mouse-pakistan-p.10519.aspx
108,XPG HURRICANE 140 ARGB PWM Case Fan 140mm Black,Cooling Solutions > Case Fans,"Rs.3,800",In Stock,/cooling-solutions-case-fans-xpg-hurricane-140-argb-pwm-case-fan-140mm-black-pakistan-p.15990.aspx
109,Corsair XTM50 High Performance Thermal Paste Kit - CT-9010002-WW - 5g,Cooling Solutions > Thermal Grease,"Rs.3,800",In Stock,/cooling-solutions-thermal-grease-corsair-xtm50-high-performance-thermal-paste-kit-ct-9010002-ww-5g-pakistan-p.14166.aspx
110,Dell EcoLoop Pro Briefcase 15 Laptop Carry Bag,Laptop Accessories > Bags & Backpacks,"Rs.3,800",In Stock,/laptop-accessories-bags-backpacks-dell-ecoloop-pro-briefcase-15-laptop-carry-bag-pakistan-p.15854.aspx
