,name,category,price,availability,href
255,EZVIZ C6N Smart Wi-Fi Pan & Tilt Camera,Cameras | Drones > Wi-Fi | Security Camera,"Rs.7,700",In Stock,/cameras-drones-wi-fi-security-camera-ezviz-c6n-smart-wi-fi-pan-tilt-camera-pakistan-p.11380.aspx
256,"Logitech H370 USB Computer Headset, 981-000710",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.7,700",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h370-usb-computer-headset-981-000710-pakistan-p.6114.aspx
257,"WD Blue 1TB PC Desktop 3.5"" SATA Hard Drive WD10EZEX (Pulled Out - New)",Hard Drives > Desktop SATA Hard Drives,"Rs.7,800",In Stock,/hard-drives-desktop-sata-hard-drives-wd-blue-1tb-pc-desktop-3-5-sata-hard-drive-wd10ezex-pulled-out-new-pakistan-p.11242.aspx
258,Bloody G575 Pro Dual Mode RGB Gaming Headset - 7.1 Virtual Sound - Gun Grey,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.7,800",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-g575-pro-dual-mode-rgb-gaming-headset-7-1-virtual-sound-gun-grey-pakistan-p.15052.aspx
259,Anker PowerCore Select 10000mah Portable Power Bank With Dual 12W Output Ports A1223H11,Peripherals / Misc > Power Pack,"Rs.7,800",In Stock,/peripherals-misc-power-pack-anker-powercore-select-10000mah-portable-power-bank-with-dual-12w-output-ports-a1223h11-pakistan-p.8718.aspx
260,TP-Link Archer C54 AC1200 Dual Band Wi-Fi Router | Ver 1.0,Network Products > Routers | Wireless,"Rs.7,900",In Stock,/network-products-routers-wireless-tp-link-archer-c54-ac1200-dual-band-wi-fi-router-ver-1-0-pakistan-p.11776.aspx
261,T-Dagger Advance Force TGS005 2 in 1 Gaming Mouse and Keyboard Combo,Keyboard > T-Dagger,"Rs.7,950",In Stock,/keyboard-t-dagger-t-dagger-advance-force-tgs005-2-in-1-gaming-mouse-and-keyboard-combo-pakistan-p.14723.aspx
262,"Toshiba 1TB Laptop SATA Hard Disk Drive 2.5"" HDD MQ04ABF100 (New | Pulled-Out)",Hard Drives > Laptop SATA Hard Drives,"Rs.7,990",In Stock,/hard-drives-laptop-sata-hard-drives-toshiba-1tb-laptop-sata-hard-disk-drive-2-5-hdd-mq04abf100-new-pulled-out-pakistan-p.15835.aspx
263,Redragon PERDITION PRO Wireless & Wired 16000DPI RGB MMO Ergo Gaming Mouse - M901P-KS | Black,Mouse > Redragon,"Rs.8,000",In Stock,/mouse-redragon-redragon-perdition-pro-wireless-wired-16000dpi-rgb-mmo-ergo-gaming-mouse-m901p-ks-black-pakistan-p.7138.aspx
264,Bloody GR230 Gaming Wireless Headset - Black - 2.4G+BT5.2,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.8,000",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-gr230-gaming-wireless-headset-black-2-4g-bt5-2-pakistan-p.15062.aspx
265,T-Dagger Legion T-TGS003 Mouse | Keyboard | Mousepad | Headset 4 In 1 Gaming Combo Set,Keyboard > T-Dagger,"Rs.8,100",In Stock,/keyboard-t-dagger-t-dagger-legion-t-tgs003-mouse-keyboard-mousepad-headset-4-in-1-gaming-combo-set-pakistan-p.9063.aspx
266,"Logitech PEBBLE KEYS 2 K380S Multi-Device Bluetooth Wireless Keyboard, Slim and Portable - Tonal Graphite",Keyboard > Logitech Keyboards,"Rs.8,300",In Stock,/keyboard-logitech-keyboards-logitech-pebble-keys-2-k380s-multi-device-bluetooth-wireless-keyboard-slim-and-portable-tonal-graphite-pakistan-p.15457.aspx
267,A4Tech PK-940HA FHD 1080p Auto Focus Webcam,Cameras | Drones > Webcams,"Rs.8,400",In Stock,/cameras-drones-webcams-a4tech-pk-940ha-fhd-1080p-auto-focus-webcam-pakistan-p.12915.aspx
268,Twisted Minds RGB Wireless Bluetooth Gaming Soundbar TM-Q6,Speakers > Soundbar,"Rs.8,500",In Stock,/speakers-soundbar-twisted-minds-rgb-wireless-bluetooth-gaming-soundbar-tm-q6-pakistan-p.15709.aspx
269,Logitech C505e HD Business Webcam 720p - 960-001372 - Long-Range Mic,Cameras | Drones > Webcams,"Rs.8,500",In Stock,/cameras-drones-webcams-logitech-c505e-hd-business-webcam-720p-960-001372-long-range-mic-pakistan-p.12897.aspx
270,Twisted Minds Single Monitor Pipe Shaped Counterbalance Spring Assisted Monitor Arm TM-71-C06,Gaming Products > Monitor Mounts,"Rs.8,500",In Stock,/gaming-products-monitor-mounts-twisted-minds-single-monitor-pipe-shaped-counterbalance-spring-assisted-monitor-arm-tm-71-c06-pakistan-p.15716.aspx
271,"Logitech PEBBLE KEYS 2 K380S Multi-Device Bluetooth Wireless Keyboard, Slim and Portable - Rose",Keyboard > Logitech Keyboards,"Rs.8,500",In Stock,/keyboard-logitech-keyboards-logitech-pebble-keys-2-k380s-multi-device-bluetooth-wireless-keyboard-slim-and-portable-rose-pakistan-p.15456.aspx
272,Bloody S510R Customize Mechanical Switch RGB Gaming Keyboard - BLMS Red Switch - Icy White,Keyboard > A4 Tech Keyboards,"Rs.8,500",In Stock,/keyboard-a4-tech-keyboards-bloody-s510r-customize-mechanical-switch-rgb-gaming-keyboard-blms-red-switch-icy-white-pakistan-p.15751.aspx
273,Logitech H390 USB Computer Headset 981-000406,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.8,500",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h390-usb-computer-headset-981-000406-pakistan-p.13108.aspx
274,Logitech G740 Large Thick Cloth Gaming Mouse Pad  943-000808,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.8,500",In Stock,/peripherals-misc-mouse-pads-wrist-rests-logitech-g740-large-thick-cloth-gaming-mouse-pad-943-000808-pakistan-p.15844.aspx
275,Logitech G640 Large Cloth Gaming Mouse Pad 943-000801,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.8,500",In Stock,/peripherals-misc-mouse-pads-wrist-rests-logitech-g640-large-cloth-gaming-mouse-pad-943-000801-pakistan-p.15845.aspx
276,"Glorious Elements Mousepad FIRE, GLO-MP-ELEM-FIRE",Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.8,500",In Stock,/peripherals-misc-mouse-pads-wrist-rests-glorious-elements-mousepad-fire-glo-mp-elem-fire-pakistan-p.11331.aspx
277,Glorious Stitch Cloth Mousepad GW-XXL White XXL Extended,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.8,500",On Order Only,/peripherals-misc-mouse-pads-wrist-rests-glorious-stitch-cloth-mousepad-gw-xxl-white-xxl-extended-pakistan-p.11666.aspx
278,Bloody B885N Light Strike Gaming Keyboard (Blue Switch),Keyboard > A4 Tech Keyboards,"Rs.8,800",In Stock,/keyboard-a4-tech-keyboards-bloody-b885n-light-strike-gaming-keyboard-blue-switch-pakistan-p.10721.aspx
279,Crucial Basics 16GB DDR4-2666 UDIMM Desktop Memory | CB16GU2666,Memory Module / RAM > Desktop - DDR4 Memory,"Rs.8,900",In Stock,/memory-module-ram-desktop-ddr4-memory-crucial-basics-16gb-ddr4-2666-udimm-desktop-memory-cb16gu2666-pakistan-p.12173.aspx
280,Crucial Basics 16GB DDR4 2666MHz SODIMM RAM Memory for Laptops | CB16GS2666,Memory Module / RAM > Laptop (SOD) - DDR4 Memory,"Rs.8,900",In Stock,/memory-module-ram-laptop-sod-ddr4-memory-crucial-basics-16gb-ddr4-2666mhz-sodimm-ram-memory-for-laptops-cb16gs2666-pakistan-p.12170.aspx
281,Apple Pencil Tips - 4 Pack MLUN2 for Apple Pencil,Tablet Accessories > Tablet Stylus Pens,"Rs.8,900",On Order Only,/tablet-accessories-tablet-stylus-pens-apple-pencil-tips-4-pack-mlun2-for-apple-pencil-pakistan-p.15516.aspx
282,Twisted Minds W105 RGB USB Gaming Microphone – Black,Headsets | Headphones | Mic > Microphones | Mic Arm,"Rs.8,990",In Stock,/headsets-headphones-mic-microphones-mic-arm-twisted-minds-w105-rgb-usb-gaming-microphone-–-black-pakistan-p.15710.aspx
283,"Seagate 2TB Video 3.5"" HDD 64MB Cache Internal Hard Drive ST2000VM003 (New | Without Warranty)",Hard Drives > Surveillance HDD's,"Rs.9,000",In Stock,/hard-drives-surveillance-hdds-seagate-2tb-video-3-5-hdd-64mb-cache-internal-hard-drive-st2000vm003-new-without-warranty-pakistan-p.14837.aspx
284,SteelSeries QCK PRISM Cloth RGB Gaming Mouse Pad 63825 Medium,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.9,000",In Stock,/peripherals-misc-mouse-pads-wrist-rests-steelseries-qck-prism-cloth-rgb-gaming-mouse-pad-63825-medium-pakistan-p.9523.aspx
285,Lexar DDR4-3200 UDIMM Desktop Memory 16GB | LD4AU016G-B3200GSST,Memory Module / RAM > Desktop - DDR4 Memory,"Rs.9,400",In Stock,/memory-module-ram-desktop-ddr4-memory-lexar-ddr4-3200-udimm-desktop-memory-16gb-ld4au016g-b3200gsst-pakistan-p.12076.aspx
286,Aerocool CYLON 4F ARGB CPU Air Cooler Black,Cooling Solutions > CPU Coolers,"Rs.9,500",Out of Stock,/cooling-solutions-cpu-coolers-aerocool-cylon-4f-argb-cpu-air-cooler-black-pakistan-p.15819.aspx
287,Aerocool Mirage 5 ARGB CPU Air Cooler,Cooling Solutions > CPU Coolers,"Rs.9,500",In Stock,/cooling-solutions-cpu-coolers-aerocool-mirage-5-argb-cpu-air-cooler-pakistan-p.15818.aspx
288,TP-Link RE305 - AC1200 Wi-Fi Range Extender - Ver 4.0 - OneMesh,Network Products > Range Extender,"Rs.9,500",In Stock,/network-products-range-extender-tp-link-re305-ac1200-wi-fi-range-extender-ver-4-0-onemesh-pakistan-p.7073.aspx
289,TP-Link EAP115-Wall 300Mbps Wireless N Wall-Plate Access Point Ver 1.20 EU,Network Products > Access Points | Ceiling Mount,"Rs.9,500",In Stock,/network-products-access-points-ceiling-mount-tp-link-eap115-wall-300mbps-wireless-n-wall-plate-access-point-ver-1-20-eu-pakistan-p.13897.aspx
290,Apple AirTag | 1 Pack,Peripherals / Misc > Bluetooth Receivers / Trackers,"Rs.9,500",In Stock,/peripherals-misc-bluetooth-receivers-trackers-apple-airtag-1-pack-pakistan-p.13500.aspx
291,Redragon TRIDENT M693 Wireless Bluetooth RGB Gaming Mouse,Mouse > Redragon,"Rs.9,700",In Stock,/mouse-redragon-redragon-trident-m693-wireless-bluetooth-rgb-gaming-mouse-pakistan-p.14690.aspx
292,ADATA Premier DDR4 16GB 3200MHz SO-DIMM Laptop Memory AD4S320016G22-SGN,Memory Module / RAM > Laptop (SOD) - DDR4 Memory,"Rs.9,700",In Stock,/memory-module-ram-laptop-sod-ddr4-memory-adata-premier-ddr4-16gb-3200mhz-so-dimm-laptop-memory-ad4s320016g22-sgn-pakistan-p.15491.aspx
293,Stabimatic SD-500C 500VA Servo Motor Voltage Stabilizer,Stabilizer > Stabimatic Stabilizers,"Rs.9,700",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sd-500c-500va-servo-motor-voltage-stabilizer-pakistan-p.5302.aspx
294,TeamGroup CX2 512GB SSD SATA,Solid-State Drives (SSD) > TeamGroup,"Rs.9,700",In Stock,/solid-state-drives-ssd-teamgroup-teamgroup-cx2-512gb-ssd-sata-pakistan-p.13684.aspx
295,A4Tech FS300 Hot-Swappable Mechanical Keyboard | Panda Rock Climbing,Keyboard > A4 Tech Keyboards,"Rs.9,800",In Stock,/keyboard-a4-tech-keyboards-a4tech-fs300-hot-swappable-mechanical-keyboard-panda-rock-climbing-pakistan-p.15901.aspx
296,A4Tech FS300 Hot-Swappable Mechanical Keyboard | Panda Snorkeling,Keyboard > A4 Tech Keyboards,"Rs.9,800",In Stock,/keyboard-a4-tech-keyboards-a4tech-fs300-hot-swappable-mechanical-keyboard-panda-snorkeling-pakistan-p.15902.aspx
297,Logitech MK540 ADVANCED Wireless Keyboard and Mouse Combo,Keyboard > Logitech Keyboards,"Rs.9,890",In Stock,/keyboard-logitech-keyboards-logitech-mk540-advanced-wireless-keyboard-and-mouse-combo-pakistan-p.14242.aspx
298,TP-Link Archer C6 AC1200 Wireless MU-MIMO Gigabit Router,Network Products > Routers | Wireless,"Rs.9,900",In Stock,/network-products-routers-wireless-tp-link-archer-c6-ac1200-wireless-mu-mimo-gigabit-router-pakistan-p.8576.aspx
299,Stabimatic 500VA Servo Motor Voltage Stabilizer SF-500C,Stabilizer > Stabimatic Stabilizers,"Rs.9,900",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-500va-servo-motor-voltage-stabilizer-sf-500c-pakistan-p.1604.aspx
300,Logitech G840 XL Gaming Mouse Pad Black 943-000780,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.9,900",In Stock,/peripherals-misc-mouse-pads-wrist-rests-logitech-g840-xl-gaming-mouse-pad-black-943-000780-pakistan-p.15846.aspx
301,JBL Go 3 Portable Bluetooth Wireless Waterproof Speaker - Black,Speakers > Bluetooth Speakers,"Rs.9,990",In Stock,/speakers-bluetooth-speakers-jbl-go-3-portable-bluetooth-wireless-waterproof-speaker-black-pakistan-p.14363.aspx
302,"WD Green PC SSD 480GB 2.5"" SATA WDS480G3G0A",Solid-State Drives (SSD) > Western Digital (WD),"Rs.9,990",In Stock,/solid-state-drives-ssd-western-digital-wd-wd-green-pc-ssd-480gb-2-5-sata-wds480g3g0a-pakistan-p.14001.aspx
303,Anker PowerCore Select 20000 mAh Powerbank (Black) A1363H11,Peripherals / Misc > Power Pack,"Rs.10,000",In Stock,/peripherals-misc-power-pack-anker-powercore-select-20000-mah-powerbank-black-a1363h11-pakistan-p.8717.aspx
304,JBL Go 3 Portable Bluetooth Wireless Waterproof Speaker Green JBLGO3GRN,Speakers > Bluetooth Speakers,"Rs.10,200",In Stock,/speakers-bluetooth-speakers-jbl-go-3-portable-bluetooth-wireless-waterproof-speaker-green-jblgo3grn-pakistan-p.16012.aspx
305,ANKER MagGo Power Bank 5000mAh 7.5W Stand Black,Peripherals / Misc > Power Pack,"Rs.10,200",In Stock,/peripherals-misc-power-pack-anker-maggo-power-bank-5000mah-7-5w-stand-black-pakistan-p.15782.aspx
306,Logitech G Pro Gaming Mouse with HERO 16K Sensor for Esports 910-005442,Mouse > Logitech,"Rs.10,500",In Stock,/mouse-logitech-logitech-g-pro-gaming-mouse-with-hero-16k-sensor-for-esports-910-005442-pakistan-p.8001.aspx
307,Logitech G502 HERO High Performance Gaming Mouse - 910-005472,Mouse > Logitech,"Rs.10,500",In Stock,/mouse-logitech-logitech-g502-hero-high-performance-gaming-mouse-910-005472-pakistan-p.7372.aspx
308,"NZXT F120 RGB Duo 120mm Dual-Sided RGB Fan, 20 Individually Addressable LEDs, Anti-Vibration Rubber Corners, White, Single Pack",Cooling Solutions > Case Fans,"Rs.10,500",In Stock,/cooling-solutions-case-fans-nzxt-f120-rgb-duo-120mm-dual-sided-rgb-fan-20-individually-addressable-leds-anti-vibration-rubber-corners-white-single-pack-pakistan-p.15556.aspx
309,"Redragon Gaming Essentials S101-BA-2 Keyboard, Mouse, Headset & Mousepad 4 in 1 Set",Keyboard > Redragon,"Rs.10,500",In Stock,/keyboard-redragon-redragon-gaming-essentials-s101-ba-2-keyboard-mouse-headset-mousepad-4-in-1-set-pakistan-p.10043.aspx
310,JBL Tune 510BT Pure Bass Wireless Bluetooth Headphones | White,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.10,500",In Stock,/headsets-headphones-mic-headsets-headphones-jbl-tune-510bt-pure-bass-wireless-bluetooth-headphones-white-pakistan-p.15426.aspx
311,TP-Link Archer T9UH AC1900 High Gain Wireless Dual Band USB Adapter - Ver 2.0,Network Products > Wireless Adapter,"Rs.10,500",In Stock,/network-products-wireless-adapter-tp-link-archer-t9uh-ac1900-high-gain-wireless-dual-band-usb-adapter-ver-2-0-pakistan-p.13321.aspx
312,Samsung SSD 980 250GB PCIe 3.0 NVMe M.2 2280 | MZ-V8V250,Solid-State Drives (SSD) > Samsung,"Rs.10,500",In Stock,/solid-state-drives-ssd-samsung-samsung-ssd-980-250gb-pcie-3-0-nvme-m-2-2280-mz-v8v250-pakistan-p.12457.aspx
313,ADATA Legend 710 512GB PCIe Gen3 x4 M.2 2280 3D NAND Solid State Drive SSD ALEG-710-512GCS NVMe,Solid-State Drives (SSD) > Adata,"Rs.10,500",In Stock,/solid-state-drives-ssd-adata-adata-legend-710-512gb-pcie-gen3-x4-m-2-2280-3d-nand-solid-state-drive-ssd-aleg-710-512gcs-nvme-pakistan-p.15240.aspx
314,Lian Li ST120-3W RGB 120MM White Fan With Controller - Triple Pack,Cooling Solutions > Case Fans,"Rs.10,800",In Stock,/cooling-solutions-case-fans-lian-li-st120-3w-rgb-120mm-white-fan-with-controller-triple-pack-pakistan-p.11265.aspx
315,TP-Link CPE605 5GHz 150Mbps 23dBi Outdoor CPE,Network Products > Outdoor Radio | Antenna | 4G,"Rs.10,800",On Order Only,/network-products-outdoor-radio-antenna-4g-tp-link-cpe605-5ghz-150mbps-23dbi-outdoor-cpe-pakistan-p.13898.aspx
316,Seagate SkyHawk 1TB Surveillance Hard Drive - ST1000VX005,Hard Drives > Surveillance HDD's,"Rs.10,900",In Stock,/hard-drives-surveillance-hdds-seagate-skyhawk-1tb-surveillance-hard-drive-st1000vx005-pakistan-p.5372.aspx
317,Logitech H540 USB Computer Headset 981-000480,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.10,990",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h540-usb-computer-headset-981-000480-pakistan-p.2661.aspx
318,Apple USB Type-C VGA Multiport Adapter MJ1L2,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.11,000",On Order Only,/peripherals-misc-adapters-converters-usb-hub-chargers-apple-usb-type-c-vga-multiport-adapter-mj1l2-pakistan-p.14380.aspx
319,Logitech G403 Hero Gaming Mouse 910-005634,Mouse > Logitech,"Rs.11,200",In Stock,/mouse-logitech-logitech-g403-hero-gaming-mouse-910-005634-pakistan-p.9535.aspx
320,Logitech G213 Prodigy RGB Gaming Keyboard | 920-008096,Keyboard > Logitech Keyboards,"Rs.11,200",Out of Stock,/keyboard-logitech-keyboards-logitech-g213-prodigy-rgb-gaming-keyboard-920-008096-pakistan-p.5892.aspx
321,Lexar NM620 M.2 2280 NVMe SSD 512GB PCle Gen 3x4 LNM620X512G,Solid-State Drives (SSD) > Lexar,"Rs.11,200",In Stock,/solid-state-drives-ssd-lexar-lexar-nm620-m-2-2280-nvme-ssd-512gb-pcle-gen-3x4-lnm620x512g-pakistan-p.13737.aspx
322,Boost Tiger PC Case Black,Casing > Boost,"Rs.11,400",In Stock,/casing-boost-boost-tiger-pc-case-black-pakistan-p.14901.aspx
323,Redragon PELOPS H818 Wireless Gaming Headset PC PS4 PS5 XBOX Smartphone,Headsets | Headphones | Mic > Redragon,"Rs.11,400",In Stock,/headsets-headphones-mic-redragon-redragon-pelops-h818-wireless-gaming-headset-pc-ps4-ps5-xbox-smartphone-pakistan-p.13025.aspx
324,Bloody MR710 RGB Wireless Gaming Bluetooth Headset | Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,400",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-mr710-rgb-wireless-gaming-bluetooth-headset-black-pakistan-p.13502.aspx
325,Glorious Model D Minus Gaming Mouse (GLO-MS-DM-MW) D- Matte White,Mouse > Glorious,"Rs.11,500",In Stock,/mouse-glorious-glorious-model-d-minus-gaming-mouse-glo-ms-dm-mw-d-matte-white-pakistan-p.10311.aspx
326,Glorious Model D Minus (Matte Black) Gaming Mouse (GLO-MS-DM-MB),Mouse > Glorious,"Rs.11,500",In Stock,/mouse-glorious-glorious-model-d-minus-matte-black-gaming-mouse-glo-ms-dm-mb-pakistan-p.10310.aspx
327,1st Player Rainbow R3-A ATX RGB Tempered Glass PC Gaming Case Black | Without Fans,Casing > 1stPlayer,"Rs.11,500",In Stock,/casing-1stplayer-1st-player-rainbow-r3-a-atx-rgb-tempered-glass-pc-gaming-case-black-without-fans-pakistan-p.14326.aspx
328,Redragon H510W Zeus 2 Gaming Headset 7.1 Surround Sound,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,500",In Stock,/headsets-headphones-mic-headsets-headphones-redragon-h510w-zeus-2-gaming-headset-7-1-surround-sound-pakistan-p.10550.aspx
329,TP-Link EAP110-Outdoor N300 Wireless N Outdoor Access Point Ver 3.0,Network Products > Outdoor Radio | Antenna | 4G,"Rs.11,500",In Stock,/network-products-outdoor-radio-antenna-4g-tp-link-eap110-outdoor-n300-wireless-n-outdoor-access-point-ver-3-0-pakistan-p.9809.aspx
330,Logitech Z313 2.1 Speaker System with Subwoofer (980-000413),Speakers > Speakers | Wired,"Rs.11,900",In Stock,/speakers-speakers-wired-logitech-z313-2-1-speaker-system-with-subwoofer-980-000413-pakistan-p.5794.aspx
331,Google Chromecast with Google TV HD (Snow) GA03131,TV Devices | Streaming Media Players > Streaming Media Players,"Rs.11,900",In Stock,/tv-devices-streaming-media-players-streaming-media-players-google-chromecast-with-google-tv-hd-snow-ga03131-pakistan-p.14097.aspx
332,Stabimatic SD-1000C Voltage Stabilizer - 1000VA - Servo Motor,Stabilizer > Stabimatic Stabilizers,"Rs.11,900",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sd-1000c-voltage-stabilizer-1000va-servo-motor-pakistan-p.13501.aspx
333,"JBL Tune 520BT Wireless On-Ear Headphones, JBL Pure Bass Sound, Bluetooth 5.3 and Hands-Free Calls - White",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,990",In Stock,/headsets-headphones-mic-headsets-headphones-jbl-tune-520bt-wireless-on-ear-headphones-jbl-pure-bass-sound-bluetooth-5-3-and-hands-free-calls-white-pakistan-p.15601.aspx
334,"JBL Tune 520BT Wireless On-Ear Headphones, JBL Pure Bass Sound, Bluetooth 5.3 and Hands-Free Calls - Black",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,990",In Stock,/headsets-headphones-mic-headsets-headphones-jbl-tune-520bt-wireless-on-ear-headphones-jbl-pure-bass-sound-bluetooth-5-3-and-hands-free-calls-black-pakistan-p.15600.aspx
335,WD 500GB Blue SN570 NVMe SSD M.2 2280 PCIe Gen3 x4 WDS500G3B0C Western Digital,Solid-State Drives (SSD) > Western Digital (WD),"Rs.11,990",In Stock,/solid-state-drives-ssd-western-digital-wd-wd-500gb-blue-sn570-nvme-ssd-m-2-2280-pcie-gen3-x4-wds500g3b0c-western-digital-pakistan-p.13309.aspx
336,NZXT F140 RGB DUO 140mm Dual-sided RGB Fan Black,Cooling Solutions > Case Fans,"Rs.12,000",In Stock,/cooling-solutions-case-fans-nzxt-f140-rgb-duo-140mm-dual-sided-rgb-fan-black-pakistan-p.15557.aspx
337,"TP-Link CPE510 5GHz 300Mbps 13dBi Outdoor CPE, Point to Point Wireless Bridge,13dBi, 15km+",Network Products > Outdoor Radio | Antenna | 4G,"Rs.12,000",In Stock,/network-products-outdoor-radio-antenna-4g-tp-link-cpe510-5ghz-300mbps-13dbi-outdoor-cpe-point-to-point-wireless-bridge-13dbi-15km-pakistan-p.9814.aspx
338,Redragon H510 Zeus 2 Gaming Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.12,300",In Stock,/headsets-headphones-mic-headsets-headphones-redragon-h510-zeus-2-gaming-headset-pakistan-p.10335.aspx
339,Aerocool LUX 650W Power Supply Unit PSU 80 Plus Bronze,Power Supply > Aerocool,"Rs.12,490",In Stock,/power-supply-aerocool-aerocool-lux-650w-power-supply-unit-psu-80-plus-bronze-pakistan-p.15816.aspx
340,TP-Link Archer AX12 AX1500 Dual-Band Gigabit Wi-Fi 6 Router,Network Products > Routers | Wireless,"Rs.12,500",In Stock,/network-products-routers-wireless-tp-link-archer-ax12-ax1500-dual-band-gigabit-wi-fi-6-router-pakistan-p.15763.aspx
341,TP-Link TL-SF1024D 24-port 10/100Mbps Desktop/Rackmount Unmanaged Switch - Ver 3.0,Network Products > Switches,"Rs.12,500",On Order Only,/network-products-switches-tp-link-tl-sf1024d-24-port-10-100mbps-desktop-rackmount-unmanaged-switch-ver-3-0-pakistan-p.7848.aspx
342,TP-Link MC200CM Gigabit Multi-Mode Media Converter,Network Products > Media Converters | PoE,"Rs.12,500",On Order Only,/network-products-media-converters-poe-tp-link-mc200cm-gigabit-multi-mode-media-converter-pakistan-p.13734.aspx
343,"Anker 334 MagGo Battery (PowerCore 10K) 10,000mAh",Peripherals / Misc > Power Pack,"Rs.12,500",In Stock,/peripherals-misc-power-pack-anker-334-maggo-battery-powercore-10k-10-000mah-pakistan-p.15783.aspx
344,Redragon Devarajas K556 RGB Mechanical Gaming Keyboard - Red Switches,Keyboard > Redragon,"Rs.12,830",In Stock,/keyboard-redragon-redragon-devarajas-k556-rgb-mechanical-gaming-keyboard-red-switches-pakistan-p.15779.aspx
345,Transcend JetRam 16GB DDR5 4800 SO-DIMM DRAM Memory Module for Laptop | JM4800ASE-16G,Memory Module / RAM > Laptop (SOD) - DDR5 Memory,"Rs.12,900",Out of Stock,/memory-module-ram-laptop-sod-ddr5-memory-transcend-jetram-16gb-ddr5-4800-so-dimm-dram-memory-module-for-laptop-jm4800ase-16g-pakistan-p.14714.aspx
346,EZVIZ H8C Smart Home Pan & Tilt Wi-Fi Camera 1080P,Cameras | Drones > Wi-Fi | Security Camera,"Rs.12,900",In Stock,/cameras-drones-wi-fi-security-camera-ezviz-h8c-smart-home-pan-tilt-wi-fi-camera-1080p-pakistan-p.14636.aspx
347,SteelSeries PRIME Pro Series Wired Esports Gaming Mouse - 62533,Mouse > SteelSeries,"Rs.12,990",In Stock,/mouse-steelseries-steelseries-prime-pro-series-wired-esports-gaming-mouse-62533-pakistan-p.14288.aspx
348,Logitech G335 Wired Gaming Headset - Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.13,000",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-g335-wired-gaming-headset-black-pakistan-p.12902.aspx
349,Logitech G335 Wired Gaming Headset - White,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.13,000",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-g335-wired-gaming-headset-white-pakistan-p.12743.aspx
350,Redragon VATA K580 RGB LED Backlit Mechanical Gaming Keyboard - Blue Switches - Black,Keyboard > Redragon,"Rs.13,200",In Stock,/keyboard-redragon-redragon-vata-k580-rgb-led-backlit-mechanical-gaming-keyboard-blue-switches-black-pakistan-p.9558.aspx
351,Stabimatic SF-1500C Automatic Voltage Regulator 1500VA,Stabilizer > Stabimatic Stabilizers,"Rs.13,200",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sf-1500c-automatic-voltage-regulator-1500va-pakistan-p.11044.aspx
352,EZVIZ H3c 2K+ Wi-Fi Smart Home Camera,Cameras | Drones > Wi-Fi | Security Camera,"Rs.13,400",In Stock,/cameras-drones-wi-fi-security-camera-ezviz-h3c-2k-wi-fi-smart-home-camera-pakistan-p.15692.aspx
353,"Logitech Lift Vertical Ergonomic Mouse - Ergo Series, Wireless, Bluetooth or Logi Bolt USB - Rose",Mouse > Logitech,"Rs.13,500",In Stock,/mouse-logitech-logitech-lift-vertical-ergonomic-mouse-ergo-series-wireless-bluetooth-or-logi-bolt-usb-rose-pakistan-p.14406.aspx
354,Glorious Model D Minus Gaming Mouse D- Glossy White | GLO-MS-DM-GW,Mouse > Glorious,"Rs.13,500",In Stock,/mouse-glorious-glorious-model-d-minus-gaming-mouse-d-glossy-white-glo-ms-dm-gw-pakistan-p.10352.aspx
