,name,categories,price,href
55,TEAMGROUP 256GB MP33 M.2 PCIe  NVME,Solid-State Drives (SSD),"₨6,000",https://xtremehardware.pk/product/teamgroup-mp33-m-2-pcie-ssd/
56,Ele eleenter Game1 USB A Wire Blue Tactile Switches eSport Mechanical Gaming Keyboard,"Gaming Products, Keyboard","₨6,000",https://xtremehardware.pk/product/ele-eleenter-game1-usb-a-wire-blue-tactile-switches-esport-mechanical-gaming-keyboard/
57,Elephone EleEnter Game2 Professional Mechanical Gaming Keyboard,"Gaming Products, Keyboard","₨6,000",https://xtremehardware.pk/product/elephone-eleenter-game2-professional-mechanical-gaming-keyboard/
58,Glorious XL Pro Gaming Mouse Pad – BLACK,"Gaming Products, Mouse Pad","₨6,000",https://xtremehardware.pk/product/glorious-xl-pro-gaming-mouse-pad-black/
59,GLORIOUS XL PRO GAMING MOUSEPAD –  WHITE,"Gaming Products, Mouse Pad","₨6,000",https://xtremehardware.pk/product/glorious-xl-pro-gaming-mousepad-white/
60,GameStop GS200 FPS Sniper ARGB Mechanical Gaming Keyboard – White (Brown Switches),"Gaming Products, Keyboard","₨6,000",https://xtremehardware.pk/product/gamestop-gs200-fps-sniper-argb-mechanical-gaming-keyboard-white-brown-switches/
61,GameStop GS200 FPS Sniper ARGB Mechanical Gaming Keyboard – Black (Brown Switches),"Gaming Products, Keyboard","₨6,000",https://xtremehardware.pk/product/gamestop-gs200-fps-sniper-argb-mechanical-gaming-keyboard-black-brown-switches/
62,Edragon Saphira,Casing,"₨6,000",https://xtremehardware.pk/product/edragon-saphira/
63,Boost Pulse Bluetooth Headphone,Headphones / Earphones,"₨6,000",https://xtremehardware.pk/product/boost-pulse-bluetooth-headphone/
64,Excavator A600 CPU Cooler,Cooling Solutions,"₨6,000",https://xtremehardware.pk/product/excavator-a600-cpu-cooler/
65,ATTACK SHARK R1 Wireless Gaming Mouse,"Gaming Products, Mouse","₨6,100",https://xtremehardware.pk/product/attack-shark-r1-wireless-gaming-mouse/
66,HikSemi  WAVE 256GB,Solid-State Drives (SSD),"₨6,200",https://xtremehardware.pk/product/hiksemi-wave-256gb/
67,ID-COOLING SE 214 XT ARGB BLACK,Cooling Solutions,"₨6,500",https://xtremehardware.pk/product/id-cooling-se-214-xt-argb-black/
68,GAMMIX D30 DDR4 MEMORY,Memory Module / RAM,"₨6,500",https://xtremehardware.pk/product/gammix-d30-ddr4-memory/
69,Lexar® 256GB NM620 M.2 2280 NVMe SSD,Solid-State Drives (SSD),"₨6,500",https://xtremehardware.pk/product/lexar-256gb-nm620-m-2-2280-nvme-ssd/
70,TMKB T63 RGB WiRELESS MECHANiCAL GAMiNG KEYBOARD BLACK 60%,"Gaming Products, Keyboard","₨6,500",https://xtremehardware.pk/product/tmkb-t63-rgb-wireless-mechanical-gaming-keyboard-black-60/
71,Thunder Crook TGC-675 Full ATX ARGB Gaming Case,Casing,"₨6,500",https://xtremehardware.pk/product/thunder-crook-tgc-675-full-atx-argb-gaming-case/
72,Boost Robust Monitor Arm,LCD/LED Montiors,"₨6,500",https://xtremehardware.pk/product/boost-robust-monitor-arm/
73,ID-COOLING SE 214 XT ARGB WHITE,Cooling Solutions,"₨6,900",https://xtremehardware.pk/product/id-cooling-se-214-xt-argb-white/
74,DeepCool AG400 ARGB White,Cooling Solutions,"₨6,999",https://xtremehardware.pk/product/deepcool-ag400-argb-white/
75,Teamwolf Mechanical Gaming Keyboard – RGB Backlight 104 Keys and Mouse 4800 DPI Professional Combo,"Gaming Products, Keyboard","₨7,000",https://xtremehardware.pk/product/teamwolf-mechanical-gaming-keyboard-rgb-backlight-104-keys-and-mouse-4800-dpi-professional-combo/
76,MPII750 power supply (used),Power Supply,"₨7,000",https://xtremehardware.pk/product/mpii750-power-supply-used/
77,SILVERSTONE AR12 TUF,Cooling Solutions,"₨7,500",https://xtremehardware.pk/product/silverstone-ar12-tuf-2/
78,BIOSTAR RGB DDR4 GAMING X 8GB 3200MHz,Memory Module / RAM,"₨7,500",https://xtremehardware.pk/product/biostar-rgb-ddr4-gaming-x-8gb-3200mhz/
79,1TB SATA Desktop Hard Drive-Internal,Hard Drives,"₨7,800",https://xtremehardware.pk/product/1tb-sata-desktop-hard-drive-internal/
80,Spectrix D41 RGB 8GB 3200MHz,Memory Module / RAM,"₨8,000",https://xtremehardware.pk/product/spectrix-d41-rgb-8gb-3200mhz/
81,ATTACK SHARK X11 Wireless Gaming Mouse with Charging Dock,"Gaming Products, Mouse","₨8,100",https://xtremehardware.pk/product/attack-shark-x11-wireless-gaming-mouse-with-charging-dock/
82,Boost Wolf Gaming Case Without Fan,Casing,"₨8,250",https://xtremehardware.pk/product/boost-wolf-gaming-case-without-fan-2/
83,DeepCool AG400 ARGB Black,Cooling Solutions,"₨8,500",https://xtremehardware.pk/product/deepcool-ag400-argb-black/
84,DeepCool AG400 PLUS,Cooling Solutions,"₨8,500",https://xtremehardware.pk/product/deepcool-ag400-plus/
85,DeepCool AK400 White,Cooling Solutions,"₨8,500",https://xtremehardware.pk/product/deepcool-ak400-white/
86,Hikvision 512GB SSD,Solid-State Drives (SSD),"₨8,500",https://xtremehardware.pk/product/hikvision-512gb-ssd/
87,Ease EB550 550W 80 Plus Bronze Power Supply,Power Supply,"₨8,999",https://xtremehardware.pk/product/ease-eb550-550w-80-plus-bronze-power-supply/
88,ID-COOLING SE 224 XTS ARGB WHITE,Cooling Solutions,"₨9,000",https://xtremehardware.pk/product/id-cooling-se-224-xts-argb-white/
89,ID-COOLING XF 12025 ARGB TRIO 120mm 3 Pack Fans,"Cooling Solutions, Fans","₨9,000",https://xtremehardware.pk/product/id-cooling-xf-12025-argb-trio-120mm-3-pack-fans/
90,ALSEYE MAX M90 CPU Cooler,Cooling Solutions,"₨9,000",https://xtremehardware.pk/product/alseye-max-m90-cpu-cooler/
91,Lexar DDR4 RAM 16GB High speed up to 3200MHz,Memory Module / RAM,"₨9,000",https://xtremehardware.pk/product/lexar-ddr4-ram-16gb-high-speed-up-to-3200mhz/
92,Adata Ultimate SU650 512GB 2.5″ SATA SSD,Solid-State Drives (SSD),"₨9,000",https://xtremehardware.pk/product/adata-ultimate-su650-512gb-2-5-sata-ssd/
93,Excavator  Ex-120-S120 AIO,Cooling Solutions,"₨9,000",https://xtremehardware.pk/product/excavator-ex-120-s120-aio/
94,DARKFLASH WA600,Power Supply,"₨9,000",https://xtremehardware.pk/product/darkflash-wa600/
95,Corsair iCUE SP120 RGB ELITE,Cooling Solutions,"₨9,000",https://xtremehardware.pk/product/corsair-icue-sp120-rgb-elite/
96,ID-COOLING FrostFlow X 120 Lite 120mm Liquid CPU Cooler Black,"Cooling Solutions, Fans","₨9,499",https://xtremehardware.pk/product/id-cooling-frostflow-x-120-lite-120mm-liquid-cpu-cooler-black/
97,DeepCool AK400 ZERO DARK PLUS,Cooling Solutions,"₨9,500",https://xtremehardware.pk/product/deepcool-ak400-zero-dark-plus/
98,Mirage 5 ARGB CPU AIR COOLER,Cooling Solutions,"₨9,500",https://xtremehardware.pk/product/mirage-5/
99,Lexar® 512GB NM620 M.2 2280 NVMe SSD,Solid-State Drives (SSD),"₨9,500",https://xtremehardware.pk/product/lexar-512gb-nm620-m-2-2280-nvme-ssd/
100,Twisted Minds TM-W105 RGB Gaming Microphone Black,"Gaming Products, Network Products","₨9,500",https://xtremehardware.pk/product/twisted-minds-tm-w105-rgb-gaming-microphone-black/
101,T-Force Delta RGB DDR4 3600MHz 8GB RAM,Memory Module / RAM,"₨9,700",https://xtremehardware.pk/product/t-force-delta-rgb-ddr4-3600mhz-8gb-ram/
102,BOOST TITAN 650W PSU,Power Supply,"₨10,000",https://xtremehardware.pk/product/boost-titan-650w-psu/
103,Edragon Casing Dream Fyre Black Gaming,Casing,"₨10,000",https://xtremehardware.pk/product/edragon-casing-dream-fyre-black-gaming/
104,Alseye Xtreme Series X12 3in1 ARGB Cooling Case Fan Kit – Black,Cooling Solutions,"₨10,000",https://xtremehardware.pk/product/alseye-xtreme-series-x12-3in1-argb-cooling-case-fan-kit-black/
105,Alseye Xtreme Series X12 3in1 ARGB Cooling Case Fan Kit – White,Cooling Solutions,"₨10,000",https://xtremehardware.pk/product/alseye-xtreme-series-x12-3in1-argb-cooling-case-fan-kit-white/
106,Excavator  Ex-120 CPU Cooler,Cooling Solutions,"₨10,000",https://xtremehardware.pk/product/excavator-ex-120-cpu-cooler/
107,Alseye EL120 120mm 6Pin Adjustable RGB Cooling Kit 5 Pcs,Cooling Solutions,"₨10,000",https://xtremehardware.pk/product/alseye-el120-120mm-6pin-adjustable-rgb-cooling-kit-5-pcs/
108,Corsair Vengeance RGB Pro 8GB (8GBx1) DDR4 3200MHz,Memory Module / RAM,"₨10,200",https://xtremehardware.pk/product/corsair-vengeance-rgb-pro-8gb-8gbx1-ddr4-3200mhz/
109,ID-Cooling FROZN A410 ARGB CPU Air Cooler Black,Cooling Solutions,"₨10,499",https://xtremehardware.pk/product/id-cooling-frozn-a410-argb-cpu-air-cooler-black/
110,ID-COOLING TF 12025 ARGB TRIO Snow 3 Fan Pack,"Cooling Solutions, Fans","₨10,500",https://xtremehardware.pk/product/id-cooling-tf-12025-argb-trio-snow-3-fan-pack/
111,ID-COOLING TF 12025 ARGB TRIO Black 3 Fan Pack,"Cooling Solutions, Fans","₨10,500",https://xtremehardware.pk/product/id-cooling-tf-12025-argb-trio-black-3-fan-pack/
112,2TB SATA Desktop Hard Drive-Internal,Hard Drives,"₨10,500",https://xtremehardware.pk/product/2tb-sata-desktop-hard-drive-internal/
113,HIKSEMI WAVE Pro 512GB,Solid-State Drives (SSD),"₨10,500",https://xtremehardware.pk/product/hiksemi-wave-pro-512gb/
114,BOOST JAGUAR WHITE,Casing,"₨10,999",https://xtremehardware.pk/product/boost-jaguar-white/
115,BOOST JAGUAR BLACK,Casing,"₨10,999",https://xtremehardware.pk/product/boost-jaguar-black/
116,Aerocool Trinity Mini Without Fan,Casing,"₨11,000",https://xtremehardware.pk/product/aerocool-trinity-mini/
117,BOOST CHEETAH PRO BLACK,Casing,"₨11,000",https://xtremehardware.pk/product/boost-cheetah-pro-black/
118,BOOST CHEETAH PRO WHITE,Casing,"₨11,000",https://xtremehardware.pk/product/boost-cheetah-pro-white/
119,Boost Cheetah PC Case,Casing,"₨11,000",https://xtremehardware.pk/product/boost-cheetah-pc-case/
120,Hikvision Ram Desktop 16GB 3200MHZ U10,Memory Module / RAM,"₨11,000",https://xtremehardware.pk/product/hikvision-ram-desktop-16gb-3200mhz-u10/
121,Logitech G502 HERO,"Gaming Products, Mouse","₨11,000",https://xtremehardware.pk/product/logitech-g502-hero/
122,Thunder Black Fox TGC-747 Infinity Micro-Atx ARGB Gaming Case,Casing,"₨11,000",https://xtremehardware.pk/product/thunder-black-fox-tgc-747-infinity-micro-atx-argb-gaming-case/
123,ID-Cooling FROZN A410 DUAL CPU Air Cooler White,"Cooling Solutions, Fans","₨11,000",https://xtremehardware.pk/product/id-cooling-frozn-a410-dual-cpu-air-cooler-white/
124,EASE EOC250W Case with PSU,Casing,"₨11,500",https://xtremehardware.pk/product/ease-eoc250w-case-with-psu/
125,BOOST ZEUS 650W PSU,Power Supply,"₨11,500",https://xtremehardware.pk/product/boost-zeus-650w-psu/
126,Thunder Casing X Star 3 RGB Fans,Casing,"₨11,500",https://xtremehardware.pk/product/thunder-casing-x-star-3-rgb-fans/
127,SILVERSTONE ARGON V140 ARGB,Cooling Solutions,"₨11,900",https://xtremehardware.pk/product/silverstone-argon-v140-argb/
128,AeroCool Delta RGB Tempered Glass Mid-Tower ATX Case,Casing,"₨11,900",https://xtremehardware.pk/product/aerocool-delta-rgb-tempered-glass-mid-tower-atx-case/
129,SILVERSTONE ST50F ES230 V2.1,Power Supply,"₨12,000",https://xtremehardware.pk/product/silverstone-st50f-es230-v2-1/
130,DeepCool AK400 Digital Black,Cooling Solutions,"₨12,000",https://xtremehardware.pk/product/deepcool-ak400-digital-black/
131,DeepCool AK400 Digital White,Cooling Solutions,"₨12,000",https://xtremehardware.pk/product/deepcool-ak400-digital-white/
132,Boost Fox PC Case,Casing,"₨12,000",https://xtremehardware.pk/product/boost-fox-pc-case/
133,Lian Li ST120-3W RGB 120MM White Fan With Controller – Triple Pack,"Cooling Solutions, Fans","₨12,000",https://xtremehardware.pk/product/lian-li-st120-3w-rgb-120mm-white-fan-with-controller-triple-pack/
134,Lian Li ST120-3W RGB 120MM Black Fan With Controller – Triple Pack,"Cooling Solutions, Fans","₨12,000",https://xtremehardware.pk/product/lian-li-st120-3w-rgb-120mm-black-fan-with-controller-triple-pack/
135,Razer Huntsman V2 Optical Gaming Keyboard,"Gaming Products, Keyboard","₨12,000",https://xtremehardware.pk/product/razer-huntsman-v2-optical-gaming-keyboard/
136,980 PCIe® 3.0 NVMe® SSD 250GB,Solid-State Drives (SSD),"₨12,000",https://xtremehardware.pk/product/980-pcie-3-0-nvme-ssd-250gb/
137,SONIC R19 BLACK ATX GAMING CASE,Casing,"₨12,000",https://xtremehardware.pk/product/sonic-r19-black-atx-gaming-case/
138,SONIC R19 White ATX GAMING CASE,Casing,"₨12,000",https://xtremehardware.pk/product/sonic-r19-white-atx-gaming-case/
139,SONIC R28 Black With 3 RGB Fans,Casing,"₨12,000",https://xtremehardware.pk/product/sonic-r28-black-with-3-rgb-fans/
140,Sonic Casing R28 White 3 RGB Fans,Casing,"₨12,000",https://xtremehardware.pk/product/sonic-casing-r28-white-3-rgb-fans/
141,Cougar VM410 Tournament,Headphones / Earphones,"₨12,000",https://xtremehardware.pk/product/cougar-vm410-tournament/
142,Cougar VM410 PS,Headphones / Earphones,"₨12,000",https://xtremehardware.pk/product/cougar-vm410-ps/
143,Cougar VM410 XB,Headphones / Earphones,"₨12,000",https://xtremehardware.pk/product/cougar-vm410-xb/
144,Boost Lion PC Case Black,Casing,"₨12,500",https://xtremehardware.pk/product/boost-lion-pc-case-black/
145,Boost Lion PC Case White,Casing,"₨12,500",https://xtremehardware.pk/product/boost-lion-pc-case-white/
146,Thunder Casing Nitro TGC 648,Casing,"₨12,500",https://xtremehardware.pk/product/thunder-casing-nitro-tgc-648/
147,Arozzi SFERA USB Microphone – Red,"Gaming Products, Network Products","₨12,500",https://xtremehardware.pk/product/arozzi-sfera-usb-microphone-red/
148,ID-Cooling FROZN A410 ARGB CPU Air Cooler White,"Cooling Solutions, Fans","₨12,500",https://xtremehardware.pk/product/id-cooling-frozn-a410-argb-cpu-air-cooler-white/
149,Ease EB650W Pro 80 Plus Bronze,Power Supply,"₨12,999",https://xtremehardware.pk/product/ease-eb650w-pro-80-plus-bronze/
150,Boost Peacock Gaming Case Black,Casing,"₨13,000",https://xtremehardware.pk/product/boost-peacock-with-stylish-pen-gaming-case-black/
151,XPG VALOR AIR Mid Tower Gaming Case Black,Casing,"₨13,000",https://xtremehardware.pk/product/xpg-valor-air-mid-tower-gaming-case-black/
152,SilverStone HYDROGON D120 ARGB BLACK,Cooling Solutions,"₨13,400",https://xtremehardware.pk/product/silverstone-hydrogon-d120-argb-black/
153,GIGABYTE C200G Tempered Glass PC Case,Casing,"₨13,499",https://xtremehardware.pk/product/gigabyte-c200g-tempered-glass-pc-case/
154,SILVERSTONE HYDROGON D120 ARGB WHITE,Cooling Solutions,"₨13,500",https://xtremehardware.pk/product/silverstone-hydrogon-d120-argb/
155,ID-COOLING SE 226 XT ARGB Black,Cooling Solutions,"₨13,500",https://xtremehardware.pk/product/id-cooling-se-226-xt-argb-black/
156,Deepcool AG400 DIGITAL PLUS ARGB,Cooling Solutions,"₨13,500",https://xtremehardware.pk/product/deepcool-ag400-digital-plus-argb/
157,Cougar Vortex RGB HPB 120 PWM HDB Cooling Case Fan,Cooling Solutions,"₨13,500",https://xtremehardware.pk/product/cougar-vortex-rgb-hpb-120-pwm-hdb-cooling-case-fan/
158,ID-COOLING SE 226 XT Snow White,Cooling Solutions,"₨14,000",https://xtremehardware.pk/product/id-cooling-se-226-xt-snow-white/
159,Boost Panda PC Case,Casing,"₨14,000",https://xtremehardware.pk/product/boost-panda-pc-case/
160,Thunder Diesel TGC-684 ATX Gaming Case,Casing,"₨14,000",https://xtremehardware.pk/product/thunder-diesel-tgc-684-atx-gaming-case/
161,Glorious Model I Matte White,"Gaming Products, Mouse","₨14,000",https://xtremehardware.pk/product/glorious-model-i-matte-white/
162,SilverStone SST-ST65F-ES230 V1.1,Power Supply,"₨14,500",https://xtremehardware.pk/product/silverstone-sst-st65f-es230-v1-1/
163,BOOST ZEUS 750W PSU,Power Supply,"₨14,500",https://xtremehardware.pk/product/boost-zeus-750w-psu/
164,ID-COOLING SE 206 XT,Cooling Solutions,"₨14,500",https://xtremehardware.pk/product/id-cooling-se-206-xt/
165,G.SKILL Ripjaws V 16GB (8GBx2) DDR4 3600 Mhz,Memory Module / RAM,"₨14,500",https://xtremehardware.pk/product/g-skill-ripjaws-v-16gb-8gbx2-ddr4-3600-mhz/
166,Glorious Model O RGB Gaming Mouse – Matte Black,"Gaming Products, Mouse","₨14,500",https://xtremehardware.pk/product/glorious-model-o-rgb-gaming-mouse-matte-black/
167,Glorious Model D RGB Gaming Mouse – Matte Black,"Gaming Products, Mouse","₨14,500",https://xtremehardware.pk/product/glorious-model-d-rgb-gaming-mouse-matte-black/
168,Hikvision E100 1TB 2.5″ SATA SSD,Solid-State Drives (SSD),"₨14,500",https://xtremehardware.pk/product/hikvision-e100-1tb-2-5-sata-ssd/
169,CO5 SONIC GAMING CASE WITH FANS (WHITE),Casing,"₨14,500",https://xtremehardware.pk/product/co5-sonic-gaming-case-with-fans-white/
170,SILVERSTONE SST ST650 EF WBW WHITE,Power Supply,"₨14,900",https://xtremehardware.pk/product/silverstone-sst-st650-ef-wbw-white/
171,AMD Ryzen 5 2600 Tray,Processors,"₨14,999",https://xtremehardware.pk/product/amd-ryzen-5-2600-tray/
172,ID-Cooling ZF 12025 ARGB Trio Snow White Case Fan 3 Pack,"Cooling Solutions, Fans","₨15,000",https://xtremehardware.pk/product/id-cooling-zf-12025-argb-trio-snow-white-case-fan-3-pack/
173,K55 RGB PRO Gaming Keyboard,Keyboard,"₨15,000",https://xtremehardware.pk/product/k55-rgb-pro-gaming-keyboard/
174,XPG VALOR MESH Mid Tower Gaming Case Black,Casing,"₨15,000",https://xtremehardware.pk/product/xpg-valor-mesh-mid-tower-gaming-case-black/
175,Gamdias Hebe P1A RGB Surround Sound Gaming Headset,Headphones / Earphones,"₨15,000",https://xtremehardware.pk/product/gamdias-hebe-p1a-rgb-surround-sound-gaming-headset/
176,Thunder Casing Jasper TGC 627,Casing,"₨15,000",https://xtremehardware.pk/product/thunder-casing-jasper-tgc-627/
177,Strider 650,Power Supply,"₨15,000",https://xtremehardware.pk/product/strider-650/
178,Lian Li UNI Fan AL120 RGB 120mm  (White x 3),Cooling Solutions,"₨15,000",https://xtremehardware.pk/product/lian-li-uni-fan-al120-rgb-120mm-white-x-3/
179,LUX 750W,Power Supply,"₨15,500",https://xtremehardware.pk/product/lux-750w/
180,Boost Zeus 750W Power Supply,Power Supply,"₨15,500",https://xtremehardware.pk/product/boost-zeus-750w-power-supply/
181,Spectrix D60G 16GB DDR4,Memory Module / RAM,"₨15,900",https://xtremehardware.pk/product/spectrix-d60g-16gb-ddr4/
182,DeepCool LE500 240mm LED Liquid CPU Cooler,Cooling Solutions,"₨15,999",https://xtremehardware.pk/product/deepcool-le500-240mm-led-liquid-cpu-cooler/
